id,confA,confB,confC,confD,signDesk,poster,wc1,wc2,wc3,room1,room2,room3,room4,room5,room6,exhibition,mainMeeting,serviceRoom,restaurant,relaxRoom,escalator,importExport,secondAisle,firstAisle,idstaytimesum
10409,0,0,0,0,439,21,285,0,297,498,0,0,0,19001,0,423,0,0,1040,0,173,0,1504,431,24112
10413,0,0,0,0,336,0,0,344,0,0,0,0,0,0,0,1520,9904,8,1257,0,123,0,135,1066,14693
10415,3067,0,6648,0,324,859,147,0,328,790,0,0,0,0,0,1600,12629,0,5020,0,321,0,328,1385,33446
10416,2988,7499,0,0,227,72,99,0,0,0,0,0,0,0,0,0,0,0,0,850,117,0,100,607,12559
10418,0,0,0,0,456,0,572,0,125,567,0,588,0,18182,0,0,0,16,1274,0,179,0,302,560,22821
10419,0,0,0,0,239,0,0,412,0,0,0,0,0,0,0,358,11345,108,0,0,0,0,0,1408,13870
10420,0,0,0,0,424,33,74,243,0,0,0,0,0,0,0,563,11976,16,0,0,0,0,0,1906,15235
10425,6801,2577,0,0,451,891,187,147,233,594,0,0,0,0,0,1399,12003,17,861,2708,354,0,1018,2024,32265
10426,0,0,0,0,0,21,0,519,0,0,210,0,0,0,0,0,9723,0,256,0,82,0,87,1419,12317
10427,0,9455,0,0,0,1805,347,307,0,821,6403,0,0,0,0,0,11508,8,532,0,79,0,93,2204,33562
10430,0,0,0,0,199,23,0,277,0,0,0,287,0,0,0,2290,1866,15,0,4458,87,5955,63,2729,18249
10431,0,0,0,8809,392,58,80,0,69,276,0,0,0,0,0,0,0,0,0,1823,118,0,232,1817,13674
10435,0,0,0,0,405,0,0,0,233,0,0,0,0,0,0,2015,906,0,0,0,78,15722,140,273,19772
10437,0,0,0,9916,175,32,53,0,132,0,0,0,0,0,0,0,0,0,0,495,252,0,269,1182,12506
10439,0,0,0,0,323,0,411,212,404,652,0,0,0,24336,0,0,0,17,908,0,350,0,685,892,29190
10440,9151,0,0,0,263,531,284,0,87,0,0,0,0,0,0,1157,0,0,0,678,110,0,247,848,13356
10449,0,0,0,4062,297,1245,308,42,0,209,0,0,0,0,0,1863,3058,0,342,8477,407,0,518,3174,24002
10452,0,0,5660,0,217,1362,255,496,473,855,0,0,0,0,0,1769,11973,0,1157,4921,274,0,521,2750,32683
10455,0,0,0,10184,185,24,0,0,231,601,0,0,0,0,0,0,0,0,0,700,176,0,320,561,12982
10460,0,0,6476,0,365,936,335,0,0,838,0,88,0,0,0,1065,0,18,0,2089,164,0,159,947,13480
10461,0,0,0,7332,207,492,88,286,604,541,0,600,0,0,0,2357,8080,0,854,5488,370,0,533,3118,30950
10463,0,0,8021,0,0,71,112,172,373,0,9647,637,0,0,0,2505,1917,146,820,0,93,0,88,3565,28167
10465,0,0,0,0,530,0,0,175,0,0,0,0,0,0,0,1321,0,14,0,0,87,0,1438,546,4111
10469,0,0,0,0,457,17,0,158,0,0,0,253,0,0,0,990,6413,32,315,0,171,0,279,1150,10235
10473,0,0,0,0,231,0,0,335,0,0,0,555,0,0,0,0,10375,15,0,323,209,0,153,1388,13584
10479,2071,0,0,0,303,55,145,431,232,471,0,0,0,0,0,7816,10075,0,868,5323,245,0,338,2986,31359
10482,0,0,0,0,451,0,0,132,0,0,0,104,0,0,0,0,11669,15,0,232,118,0,128,840,13689
10484,0,0,0,0,385,0,0,219,0,0,0,399,0,0,0,325,10460,0,0,0,0,0,0,854,12642
10487,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,1467,6795,0,907,0,151,0,139,745,10411
10490,0,0,9274,0,323,34,0,439,566,304,0,0,0,0,0,1376,12059,9,704,4617,203,0,536,2263,32707
10492,0,0,6227,0,354,376,239,0,790,136,0,0,0,0,0,1045,12089,0,957,5438,452,0,3004,2356,33463
10495,0,5003,0,0,406,127,1014,400,0,735,0,0,0,0,0,1756,12128,0,1351,5792,368,0,340,3478,32898
10500,0,5627,0,0,338,67,332,380,437,469,0,266,0,0,0,774,12080,0,1307,6981,424,0,544,2633,32659
10502,0,0,0,3184,0,131,291,63,309,0,13806,364,0,0,0,2119,10911,0,703,0,85,0,146,2074,34186
10508,0,0,7051,0,252,415,354,998,491,598,0,229,0,0,0,2764,11595,0,1424,3450,303,0,1468,2655,34047
10509,6230,0,4097,0,354,153,279,0,0,574,0,0,0,0,0,1003,0,0,0,0,0,0,0,1264,13954
10511,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,593,4274,8,634,0,102,0,133,520,6631
10512,0,0,0,9380,0,47,84,135,458,563,6883,0,0,0,0,0,10965,0,779,0,90,0,100,2607,32091
10516,0,0,0,0,475,22,90,73,0,0,0,336,0,0,0,2855,10567,0,0,0,0,0,0,1347,15765
10517,0,0,9322,0,185,726,431,0,157,671,0,0,0,0,0,1194,12440,0,444,5254,402,0,600,1898,33724
10518,0,7883,0,0,308,520,382,0,426,318,0,0,0,0,0,0,11581,10,1439,5441,400,0,664,2560,31932
10522,0,0,0,3409,402,288,480,0,709,584,0,0,0,0,0,3141,9545,8,966,7221,267,0,489,2594,30103
10526,0,0,0,0,223,33,0,50,0,0,0,819,0,0,0,62,11227,8,0,0,0,0,0,891,13313
10528,0,0,0,0,238,642,448,374,713,598,0,0,0,0,0,8032,10240,16,852,5055,205,0,458,2087,29958
10529,0,0,0,0,338,0,0,238,93,0,0,0,0,0,0,2798,8597,7,669,0,184,0,242,581,13747
10532,0,0,0,0,401,0,0,257,0,0,0,318,0,0,0,632,11055,0,0,0,0,5744,0,774,19181
10537,5859,3130,0,0,280,103,0,0,166,834,0,0,0,0,0,0,0,0,0,103,208,0,288,1587,12558
10538,0,0,0,5590,428,73,361,0,0,385,0,0,0,0,0,0,0,0,0,3030,242,0,298,1622,12029
10539,0,0,0,0,315,0,0,54,0,0,0,0,0,0,0,941,11789,8,82,0,163,0,153,1096,14601
10540,0,0,0,0,159,0,0,472,0,0,0,0,0,0,0,4002,6797,0,0,0,15,0,0,792,12237
10545,0,0,0,0,189,21,363,0,79,403,0,61,0,20074,0,0,0,7,540,0,271,0,390,563,22961
10546,2331,0,4658,0,232,503,731,0,309,714,0,0,0,0,0,1010,12306,9,841,5074,335,0,460,2934,32447
10548,7075,0,0,0,372,53,69,0,0,780,0,0,0,0,0,0,0,0,0,1997,143,0,134,1346,11969
10551,0,0,9145,0,149,172,801,452,414,526,0,0,0,0,0,120,3818,0,1228,3552,92,0,1759,2352,24580
10561,0,0,0,0,348,465,321,0,0,0,0,405,0,0,0,0,7695,34,583,136,237,0,320,2392,12936
10564,0,5373,0,0,477,909,802,474,770,372,0,303,0,0,0,675,10561,20,879,7229,328,0,656,1617,31445
10565,7013,2816,0,0,0,110,321,407,928,530,3341,0,0,0,0,0,11912,28,1320,0,165,0,158,4032,33081
10567,0,0,0,0,211,26,0,176,0,0,0,0,0,0,0,0,3138,0,415,0,85,0,119,1498,5668
10571,0,0,0,0,210,8,451,0,64,402,0,0,0,20672,0,0,0,0,560,0,101,0,198,367,23033
10572,3601,6531,0,0,0,153,371,144,212,879,5467,0,0,0,0,0,12345,0,1295,0,158,0,121,2226,33503
10577,1165,3030,5432,0,464,751,551,0,1078,466,0,0,0,0,0,39,12031,0,805,4227,237,0,457,1898,32631
10578,0,0,0,10281,272,625,85,0,0,551,0,0,0,0,0,0,0,0,0,11,126,0,139,741,12831
10579,0,0,0,0,350,0,0,271,0,0,0,507,0,0,0,445,9696,144,496,153,284,0,311,1134,13791
10594,1242,8787,0,0,0,1434,0,374,182,0,7532,0,0,0,0,0,11018,0,653,0,159,0,154,2001,33536
10601,0,0,0,10643,231,1012,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,12287
10603,1761,8011,0,0,353,320,332,96,181,659,0,0,0,0,0,0,11984,7,1150,3732,513,0,586,2328,32013
10606,0,0,0,10262,351,76,131,0,0,215,0,0,0,0,0,130,0,154,0,343,116,0,144,1538,13460
10607,0,0,0,0,285,0,0,211,0,0,0,0,0,0,0,0,3099,14,0,0,0,0,0,406,4015
10608,0,0,0,0,442,449,317,0,0,0,0,0,0,0,0,0,9667,15,1094,0,135,0,155,2024,14298
10609,0,0,5511,0,427,1012,423,643,699,651,0,0,0,0,0,2174,12637,17,816,4703,252,0,428,2907,33300
10615,0,0,2629,0,193,82,641,196,0,980,0,244,0,0,0,6857,11952,15,807,3188,358,0,378,3052,31572
10620,0,0,8096,0,186,519,263,59,242,635,0,0,0,0,0,2574,10972,0,1126,3287,186,0,388,3090,31623
10621,0,0,8185,0,294,79,293,0,337,309,0,775,0,0,0,1886,12105,0,1176,3999,244,0,387,2849,32918
10628,0,0,0,6741,362,571,419,214,401,309,0,793,0,0,0,2092,11934,8,1330,3708,261,0,390,2113,31646
10629,0,0,5740,0,320,32,0,719,201,488,0,0,0,0,0,688,11876,8,958,6757,239,0,481,3011,31518
10630,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,1425,6834,9,968,0,124,0,167,506,10270
10631,0,0,0,6965,252,171,110,103,408,626,0,0,0,0,0,2793,10408,0,1234,3576,240,0,2221,3195,32302
10633,0,0,10093,0,0,109,0,0,1148,763,3570,748,0,0,0,252,12100,0,1612,0,156,0,130,1983,32664
10634,0,0,0,0,299,0,0,133,262,656,0,0,0,24335,0,1133,0,0,875,0,390,0,352,955,29390
10636,1833,5010,2297,0,231,113,136,75,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,1868,12308
10638,0,0,0,0,7,0,0,0,604,0,0,0,0,0,1766,0,0,34990,0,0,169,0,289,254,38079
10643,0,0,5715,0,376,870,318,100,103,496,0,0,0,0,0,1406,12420,0,1672,5462,323,0,398,2856,32515
10648,0,0,9973,0,412,60,243,0,357,0,0,0,0,0,0,0,0,0,0,0,85,0,155,1092,12377
10649,0,0,0,0,178,35,211,94,180,0,0,0,0,0,0,1569,10202,8,699,0,86,0,166,792,14220
10652,0,0,0,0,225,9,0,0,0,0,0,0,0,0,0,0,3805,0,0,0,8,0,0,730,4777
10656,0,0,0,6719,250,128,263,530,0,459,0,214,0,0,0,897,11896,25,736,3289,337,0,446,5708,31897
10657,0,0,5930,2764,422,242,427,129,252,192,0,297,0,0,0,310,11632,0,1747,4091,351,0,479,2927,32192
10659,0,9063,0,0,433,481,643,43,0,447,0,407,0,0,0,404,12100,0,1166,3859,334,0,300,2584,32264
10660,0,0,0,0,300,0,0,0,84,0,0,0,0,0,0,0,11705,19,0,483,275,0,255,1021,14142
10661,0,0,0,0,193,168,42,216,0,0,0,0,0,0,0,1441,9197,16,912,0,129,4743,208,1636,18901
10662,3318,2580,3505,0,235,113,0,277,0,420,0,0,0,0,0,914,0,0,0,226,180,0,162,1307,13237
10666,0,0,2044,0,367,187,395,120,378,444,0,0,0,0,0,10604,12387,41,768,2546,100,0,247,2576,33204
10668,0,0,0,0,0,684,0,136,0,0,1848,0,0,0,0,0,6391,0,0,0,0,0,0,825,9884
10669,0,0,9008,0,362,379,89,357,163,500,0,124,0,0,0,713,12157,7,800,3730,514,0,626,2800,32329
10670,2317,5632,0,0,307,77,92,0,156,0,0,0,0,0,0,0,0,0,0,3193,172,0,219,426,12591
10672,6422,0,0,0,204,142,223,0,201,390,0,0,0,0,0,0,0,0,0,2552,188,0,228,1533,12083
10673,0,0,10038,0,274,48,251,496,0,0,0,0,0,0,0,541,0,0,0,0,9,0,0,2054,13711
10680,0,5762,0,0,348,420,697,0,0,828,0,628,0,0,0,3566,11871,8,578,5163,180,0,283,2923,33255
10683,0,0,0,0,350,87,0,354,0,0,0,0,0,0,0,65,10137,0,24,0,159,0,145,1535,12856
10685,0,0,0,0,398,185,152,0,0,0,0,0,0,0,0,572,12407,11,0,0,0,6022,0,1382,21129
10687,8770,0,0,0,364,113,241,0,255,500,0,0,0,0,0,0,0,0,0,94,246,0,307,1261,12151
10690,0,0,0,5927,424,1547,835,0,0,299,0,0,0,0,0,527,0,0,0,2109,82,0,63,1517,13330
10693,0,0,0,9375,183,1074,444,0,0,0,0,0,0,0,0,0,0,0,0,1049,141,0,142,498,12906
10695,0,0,0,0,472,0,0,317,0,0,0,0,0,0,0,1118,0,15,0,0,15,0,0,2726,4663
10698,0,0,0,0,232,0,0,207,0,0,0,0,0,0,0,640,11833,16,149,0,154,0,143,1243,14617
