id,confA,confB,confC,confD,signDesk,poster,wc1,wc2,wc3,room1,room2,room3,room4,room5,room6,exhibition,mainMeeting,serviceRoom,restaurant,relaxRoom,escalator,importExport,secondAisle,firstAisle,idstaytimesum
10098,5839,0,0,0,375,898,453,0,0,741,0,0,0,0,0,0,0,0,0,1778,223,0,262,945,11514
10101,0,0,7366,0,391,1982,573,417,403,797,0,549,0,0,0,0,9993,8,710,5278,115,0,314,3320,32216
10107,0,0,6636,0,351,584,804,0,211,730,0,564,0,0,0,451,10329,25,544,6245,451,0,644,2737,31306
10108,0,5148,0,0,406,100,80,0,0,1179,0,0,0,0,0,0,0,0,0,3134,226,0,275,1589,12137
10109,2744,7391,0,0,274,116,59,0,108,0,0,0,0,0,0,1482,0,0,0,1101,119,0,245,4277,17916
10111,0,5548,0,0,0,510,120,214,36,877,7570,0,0,0,0,0,10260,15,5140,0,247,0,2115,2684,35336
10112,0,0,0,0,437,446,0,0,0,0,0,0,0,0,0,2783,0,0,0,0,0,0,0,601,4267
10115,0,0,0,0,363,29,40,353,0,0,0,0,0,0,0,212,9840,23,266,0,90,0,101,1406,12723
10117,8820,0,0,0,281,119,717,381,428,0,0,0,0,0,0,294,9821,0,1049,4715,269,0,526,4738,32158
10118,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,3014,0,0,0,0,0,0,0,469,3725
10121,0,0,0,0,253,0,782,239,126,435,0,0,0,19116,0,0,0,14,918,0,274,0,368,972,23497
10123,0,6256,0,0,215,133,0,317,678,1179,0,0,0,0,0,0,10365,15,1224,5829,378,0,684,3882,31155
10127,0,0,0,0,307,0,0,0,70,0,0,0,0,0,0,2618,6920,0,0,0,80,0,135,894,11024
10134,2869,6470,0,0,223,175,190,207,263,0,0,0,0,0,0,518,10289,0,934,4417,264,0,461,3872,31152
10135,0,0,0,0,145,12,0,0,0,0,0,0,0,0,0,3265,0,0,0,0,0,0,0,921,4343
10136,2322,5926,0,0,449,1500,63,489,0,0,0,0,0,0,0,3585,10622,21,887,1937,251,0,330,3520,31902
10137,0,6087,0,0,268,1416,609,225,390,952,0,0,0,0,0,0,9348,0,995,5152,387,0,746,2844,29419
10141,0,0,9468,0,377,633,388,308,42,0,0,0,0,0,0,137,9928,117,855,4930,347,0,519,2507,30556
10142,0,0,0,8751,297,797,330,323,0,0,0,0,0,0,0,3717,0,0,0,1052,116,0,93,1275,16751
10143,1245,8617,0,0,348,173,86,289,370,0,0,0,0,0,0,328,10057,0,1239,3279,258,0,459,3846,30594
10145,0,0,0,0,214,664,0,0,0,0,0,0,0,0,0,0,1945,0,0,0,0,0,0,764,3587
10146,1764,5363,0,0,232,824,500,451,530,1225,0,0,0,0,0,605,10773,7,1440,2938,232,0,446,3204,30534
10147,2880,0,6146,0,324,835,840,578,800,0,0,0,0,0,0,1477,10662,17,1027,4055,265,0,509,2014,32429
10150,0,6176,2204,0,446,557,0,766,648,916,0,0,0,0,0,179,10991,7,1124,3781,264,0,470,3205,31734
10151,0,6482,0,0,478,766,288,149,464,1269,0,0,0,0,0,825,10504,0,1434,4738,122,0,325,3400,31244
10152,0,5471,2567,0,413,239,526,0,418,0,0,651,0,0,0,1789,9420,9,777,3776,380,0,546,2869,29851
10155,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,3044,605,0,0,0,0,4090,0,222,8172
10157,0,7153,0,0,273,117,276,45,0,284,0,0,0,0,0,1784,0,98,0,1359,121,0,144,2286,13940
10160,0,0,0,0,435,0,0,0,484,0,0,620,0,0,0,78,9280,76,1158,0,238,3579,367,1624,17939
10161,0,0,5718,0,359,55,162,0,237,0,0,0,0,0,0,984,0,0,0,3965,82,0,190,1067,12819
10162,0,0,0,0,358,24,38,281,0,0,0,432,0,0,0,834,8749,164,390,679,230,0,258,1278,13715
10163,0,0,0,0,322,21,139,322,0,0,0,533,0,0,0,0,9506,9,313,0,113,0,115,2267,13660
10164,0,0,0,0,31297,0,0,0,697,0,0,0,0,0,2461,0,0,0,0,0,213,0,270,344,35282
10167,6171,0,0,0,253,126,527,0,131,1973,0,0,0,0,0,1740,6949,0,1506,6167,288,0,632,3340,29803
10170,0,0,0,0,487,0,0,491,422,0,0,0,0,0,0,0,10615,9,966,0,138,0,207,956,14291
10172,0,0,4235,0,366,1527,217,257,232,1011,0,0,0,0,0,2676,10160,11,1153,5014,343,0,486,3051,30739
10173,0,0,0,10833,360,936,283,52,0,0,0,0,0,0,0,0,0,14,0,0,98,0,876,664,14116
10174,2874,5958,0,0,377,144,239,0,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,2559,13195
10178,0,0,0,9432,359,200,566,592,94,0,0,0,0,0,0,2561,9229,22,933,665,421,0,2161,2631,29866
10181,2859,0,0,0,0,56,70,39,207,658,13271,0,0,0,0,0,9957,0,5077,0,172,0,203,3340,35909
10183,0,0,5324,0,351,986,236,43,21,1029,0,0,0,0,0,2647,2185,0,311,4379,218,0,2287,1991,22008
10185,0,6745,3216,0,537,181,1151,576,0,0,0,0,0,0,0,0,9957,0,1001,3254,239,0,242,3959,31058
10186,2251,7137,0,0,394,680,866,0,0,0,0,0,0,0,0,3213,0,0,0,935,139,0,205,1522,17342
10188,0,0,0,10570,248,791,361,214,0,0,0,0,0,0,0,3340,0,7,0,0,0,0,0,1590,17121
10190,0,0,0,0,363,789,0,66,0,0,0,0,0,0,0,3344,0,0,0,0,0,0,0,655,5217
10192,9681,0,0,0,237,451,306,0,673,0,0,0,0,0,0,2384,6720,0,509,5038,269,0,755,3128,30151
10193,0,6822,0,0,346,77,135,356,320,975,0,0,0,0,0,3337,9798,21,1063,3453,297,0,514,3750,31264
10194,0,0,0,0,461,529,0,68,335,1225,0,0,0,0,0,8484,10264,0,1500,3145,256,0,2657,2103,31027
10196,0,0,0,0,30173,15,384,0,391,0,0,0,0,0,3023,0,0,0,0,0,248,0,417,473,35124
10204,0,0,0,0,174,0,0,0,102,0,0,0,0,0,0,0,6911,0,0,662,113,0,226,1251,9439
10205,0,6395,0,0,314,162,400,60,100,1116,0,0,0,0,0,813,9931,0,1158,5456,116,0,247,4573,30841
10206,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,896,1772,0,0,0,78,0,1638,764,5630
10214,0,0,0,0,334,558,0,385,226,993,0,0,15702,0,0,0,10419,32,3658,0,188,0,333,2471,35299
10215,0,0,5332,0,332,921,73,1014,0,949,0,488,0,0,0,2106,10637,0,951,4945,219,0,435,2024,30426
10216,0,0,0,0,345,0,0,309,70,0,0,0,0,0,0,0,10169,9,1180,0,226,0,600,1232,14140
10217,0,0,0,0,437,58,0,0,0,0,0,0,0,0,0,2407,0,0,0,0,0,0,0,1125,4027
10218,0,0,0,5370,342,1065,297,68,189,0,0,0,0,0,0,1362,7301,25,424,9046,248,0,375,1487,27599
10221,4937,2528,0,0,321,1857,451,81,341,1275,0,700,0,0,0,5225,2514,0,552,5257,247,0,1946,3647,31879
10225,0,0,0,0,311,0,0,93,103,0,0,0,0,0,0,1443,8536,24,0,0,181,4547,163,1309,16710
10228,0,0,0,9706,347,64,371,0,0,0,0,0,0,0,0,468,0,0,0,1205,128,0,181,1470,13940
10231,3571,4850,0,0,384,233,819,0,645,857,0,0,0,0,0,720,9035,16,772,5331,265,0,589,2993,31080
10232,0,0,0,0,211,0,0,0,362,875,0,0,0,25776,0,0,0,0,620,0,177,0,325,271,28617
10233,0,0,0,0,449,0,0,270,0,0,0,0,0,0,0,297,6653,0,0,0,7,8145,0,1538,17359
10236,0,0,9173,0,339,1181,294,0,0,0,0,0,0,0,0,0,0,0,0,1075,121,0,142,820,13145
10240,0,0,4046,0,206,287,150,237,273,2076,0,0,0,0,0,2623,10136,14,4508,3344,113,0,343,2585,30941
10243,0,0,4275,0,0,60,65,563,0,994,10557,0,0,0,0,0,9832,7,936,0,80,0,66,3127,30562
10245,0,0,9703,0,0,154,445,405,392,0,6460,0,0,0,0,0,10106,0,3865,0,246,0,281,2836,34893
10246,0,0,0,0,172,0,0,57,0,0,0,0,0,0,0,1081,2598,17,0,0,0,11162,0,294,15381
10249,2641,0,0,0,223,37,0,59,416,1339,0,0,0,0,0,5409,0,18,0,3112,84,0,272,1770,15380
10252,0,0,6066,0,260,202,728,532,113,1338,0,0,0,0,0,0,9936,11,1439,4753,407,0,681,3335,29801
10256,0,0,0,0,271,0,0,120,0,0,0,0,0,0,0,913,10407,8,0,0,84,1304,963,991,15061
10261,0,4310,0,0,436,23,146,601,0,1302,0,76,0,0,0,3697,0,7,0,2472,117,0,140,2577,15904
10264,0,0,6689,0,249,938,563,0,205,695,0,0,0,0,0,3643,10140,18,747,5044,331,0,598,2464,32324
10265,2523,6358,0,0,457,664,1005,0,0,0,0,0,0,0,0,1121,8649,8,1418,5832,247,0,372,2343,30997
10266,0,7961,0,0,358,960,438,117,340,0,0,183,0,0,0,0,9564,8,796,6147,368,0,504,3228,30972
10271,0,0,6130,0,328,72,611,569,1029,780,0,0,0,0,0,2233,9439,25,855,2211,507,0,2942,2656,30387
10272,2421,0,5843,0,321,564,424,291,94,700,0,0,0,0,0,65,9846,21,648,5345,553,0,717,3193,31046
10275,0,0,0,0,306,687,202,0,0,0,0,0,0,0,0,1439,0,0,0,0,0,0,0,1059,3693
10279,3181,7283,0,0,278,117,115,0,0,0,0,0,0,0,0,346,0,0,0,0,9,0,0,1757,13086
10280,1121,8245,0,0,452,1476,209,1130,0,0,0,0,0,0,0,4040,9674,16,738,0,134,0,125,3905,31265
10282,0,0,3107,7525,0,145,0,395,650,0,5899,0,0,0,0,0,10465,0,1035,0,166,0,182,2194,31763
10284,0,0,0,0,352,7,110,0,426,1146,0,0,0,25393,0,0,0,0,804,0,313,0,385,459,29395
10289,0,6539,3168,0,306,337,348,1061,703,0,0,0,0,0,0,1759,9912,19,588,2281,236,0,543,3623,31423
10290,0,0,0,9628,290,43,93,0,0,583,0,0,0,0,0,3488,0,0,0,852,134,0,187,1729,17027
10291,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,203,0,0,4257,0,82,0,94,223,5201
10292,2271,5841,0,0,138,95,323,323,341,0,0,414,0,0,0,1168,10734,0,920,6102,247,0,510,2560,31987
10293,0,8052,0,0,391,1929,499,271,506,467,0,0,0,0,0,267,10587,0,569,4438,295,0,552,3196,32019
10295,0,5775,0,0,238,456,511,0,228,1608,0,0,0,0,0,0,9619,0,4582,3510,381,0,567,2703,30178
10296,2373,5665,0,0,412,800,67,63,329,0,0,0,0,0,0,0,10472,0,4154,2532,257,0,357,2619,30100
10298,0,7291,0,0,500,122,98,98,304,840,0,581,0,0,0,1196,9697,11,642,3647,216,0,2416,3608,31267
10301,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,2355,0,69,0,0,7,0,0,179,3012
10305,0,0,0,0,309,404,0,0,0,0,0,0,0,0,0,2305,0,0,0,0,0,0,0,625,3643
10309,0,12848,0,0,8,24,0,0,57,0,0,0,0,0,7283,0,0,0,0,0,80,0,150,839,21289
10311,2401,0,0,0,270,1216,338,212,103,1918,0,0,0,0,0,5320,4299,0,1095,4004,294,0,392,1811,23673
10314,0,0,0,0,393,1470,0,201,0,0,0,89,0,0,0,1822,0,0,0,0,0,6306,0,990,11271
10316,0,0,0,0,123,0,123,0,0,0,0,0,0,0,0,3563,0,0,0,0,0,0,0,738,4547
10317,0,0,0,0,326,553,206,296,0,983,0,168,0,0,0,11370,8955,8,923,3634,104,0,149,1811,29486
10319,1331,6009,0,0,353,585,571,156,172,1331,0,333,0,0,0,726,9428,8,1344,5677,304,0,444,2761,31533
10320,0,7513,0,0,348,80,0,0,881,0,0,0,0,0,0,1767,9149,16,450,6775,359,0,1004,2883,31225
10321,0,0,3765,0,459,74,106,333,67,1261,0,0,0,0,0,5830,9938,14,1298,2830,346,0,488,2647,29456
10322,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,1358,0,50,0,0,85,0,1149,400,3223
10324,0,0,0,0,397,11,0,408,0,0,0,0,0,0,0,0,9205,0,0,0,0,0,0,2044,12065
10325,0,0,8343,0,401,907,414,100,102,0,0,0,0,0,0,0,10061,24,1137,5662,295,0,450,2821,30717
10326,0,5302,0,0,203,425,385,0,0,1888,0,0,0,0,0,0,0,0,0,2055,118,0,151,1591,12118
10329,0,0,0,0,386,8,352,0,0,0,0,0,0,0,0,60,9706,10,0,0,0,0,0,1728,12250
10331,0,0,0,6625,244,635,453,0,56,943,0,0,0,0,0,4100,9288,0,841,4749,402,0,502,2512,31350
10334,0,0,0,0,298,17,711,0,0,0,0,0,0,0,0,0,8811,10,0,0,0,0,0,2119,11966
10336,0,0,0,0,215,0,0,0,64,0,0,0,0,0,0,3139,0,0,0,0,78,4876,147,442,8961
10339,0,0,0,0,250,0,0,141,0,0,0,0,0,0,0,3349,0,64,0,0,0,0,0,531,4335
10341,0,0,0,0,256,57,0,57,0,0,0,0,0,0,0,2193,0,14,0,0,0,0,0,1967,4544
10345,0,0,0,0,31524,0,0,0,0,0,0,0,0,0,1813,0,0,0,0,0,167,0,206,309,34019
10346,4329,6201,0,0,290,1920,163,169,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1006,14086
10347,0,5931,0,0,414,476,65,95,0,1147,0,102,0,0,0,2709,0,7,0,777,106,0,92,1615,13536
10349,0,0,0,0,423,0,0,285,0,0,0,756,0,0,0,758,9811,0,0,0,0,5741,0,787,18561
10359,5807,3104,0,0,297,142,0,0,309,500,0,0,0,0,0,211,0,103,0,1282,222,0,419,1008,13404
10362,0,4748,0,0,278,555,118,841,79,1302,0,0,0,0,0,192,10219,0,1437,5129,243,0,353,4514,30008
10367,0,2283,4394,0,433,222,547,297,105,666,0,0,0,0,0,3726,10512,0,852,4075,305,0,451,3317,32185
10370,0,0,5646,0,430,72,236,0,0,1725,0,0,0,0,0,3030,0,0,0,2009,133,0,146,1450,14877
10373,0,0,0,0,300,0,0,103,0,0,0,536,0,0,0,78,10167,0,0,0,0,0,0,1594,12778
10374,0,0,0,0,397,1087,166,435,194,0,0,674,0,0,0,2891,1269,19,1039,2135,208,0,261,2921,13696
10375,0,0,0,0,432,472,193,0,0,0,0,0,0,0,0,0,10188,8,0,0,0,16833,0,1314,29440
10379,0,0,0,0,305,0,46,0,0,0,0,0,0,0,0,0,0,15,2675,0,79,0,83,1394,4597
10381,3168,6060,0,0,438,1240,0,373,103,0,0,0,0,0,0,793,9947,0,459,4573,103,0,280,3839,31376
10382,2854,7329,0,0,251,109,0,271,0,0,0,0,0,0,0,3283,0,136,0,0,0,0,0,3294,17527
10383,0,0,0,0,301,482,136,0,0,0,0,0,0,0,0,882,9916,15,0,0,0,2327,0,1421,15480
10386,0,9356,0,0,314,110,120,56,0,0,0,0,0,0,0,3453,0,0,0,628,144,0,216,2059,16456
10387,0,0,7249,0,260,1169,266,843,205,402,0,0,0,0,0,0,9994,0,593,5660,287,0,524,3159,30611
10388,0,0,0,0,219,21,424,0,105,439,0,667,0,19751,0,0,0,32,438,0,196,0,306,1921,24519
10391,0,0,0,6976,446,730,287,284,540,512,0,0,0,0,0,3353,0,0,0,1744,140,0,328,991,16331
10394,0,0,4044,0,327,267,0,306,215,793,0,74,0,0,0,2623,10180,30,897,6594,521,0,675,3449,30995
10397,3245,0,0,0,417,52,623,0,475,1871,0,580,0,0,0,4895,9315,0,1291,3187,335,0,508,2875,29669
10399,3170,7065,0,0,271,1233,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,12807
10401,0,5725,0,0,0,313,248,209,220,1550,11160,0,0,0,0,0,7684,0,3987,0,250,0,192,3029,34567
10402,0,0,7905,0,320,97,316,537,195,0,0,0,0,0,0,1277,10496,15,1239,3839,265,0,490,4390,31381
10403,0,0,0,0,388,0,0,116,0,0,0,0,0,0,0,572,10109,0,0,0,97,0,1137,1359,13778
10404,0,0,0,0,173,0,0,424,0,0,0,0,0,0,0,0,9441,0,0,0,0,2211,0,1851,14100
10405,0,0,2764,7132,437,128,478,0,0,0,0,0,0,0,0,2338,0,0,0,0,0,0,0,2858,16135
10408,0,0,5039,0,396,906,0,267,952,955,0,336,0,0,0,633,9665,0,803,7570,385,0,693,2070,30670
10409,0,0,0,0,474,0,525,0,67,412,0,0,0,19998,0,0,0,0,1065,0,100,0,205,587,23433
10413,0,0,0,0,289,0,0,283,0,0,0,645,0,0,0,224,9836,9,0,0,0,7816,0,1110,20212
10414,0,0,0,0,510,1146,0,0,0,0,0,0,0,0,0,2870,0,109,0,0,0,0,0,514,5149
10415,0,0,0,0,344,0,0,54,207,0,0,717,0,0,0,379,9745,13,5467,0,149,0,159,1187,18421
10417,0,0,0,0,334,393,352,0,0,0,0,0,0,0,0,2464,0,0,0,0,0,0,0,679,4222
10418,0,0,0,0,484,7,633,137,0,517,0,654,0,18425,0,0,0,20,1355,0,216,0,226,1698,24372
10419,0,0,0,0,277,0,738,0,631,724,0,105,0,0,0,10461,10280,0,745,3199,316,0,1770,2683,31929
10420,0,5464,0,0,383,479,365,241,441,800,0,0,0,0,0,3872,10337,16,857,3833,116,0,298,3864,31366
10425,0,0,0,0,454,27,0,204,84,0,0,504,0,0,0,4166,4079,0,346,186,194,0,260,3494,13998
10426,0,0,2981,7005,0,150,1010,142,0,0,6109,0,0,0,0,0,10065,0,1364,0,93,0,79,2542,31540
10427,3123,6873,0,0,0,737,47,312,478,0,7387,0,0,0,0,1947,8549,0,3109,0,256,0,230,2353,35401
10429,2232,0,0,0,439,74,255,220,0,1553,0,0,0,0,0,4704,0,7,0,897,200,0,200,2280,13061
10430,0,0,8963,0,211,1016,865,59,0,0,0,0,0,0,0,0,10315,20,348,5904,372,0,1492,2610,32175
10434,0,0,0,0,271,908,0,0,0,0,0,0,0,0,0,2741,0,0,0,0,0,0,0,624,4544
10435,0,0,0,0,411,0,0,206,0,0,0,0,0,0,0,992,7816,9,0,0,0,1773,0,635,11842
10437,0,0,0,0,230,59,0,0,0,0,0,0,0,0,0,2093,0,0,0,0,0,0,0,1312,3694
10439,0,0,0,0,315,9,782,0,222,938,0,0,0,24310,0,0,0,0,907,0,254,0,280,531,28548
10440,0,0,0,0,234,388,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6745,0,920,8381
10447,0,0,0,0,429,0,0,38,0,0,0,99,0,0,0,2298,0,7,0,0,0,0,0,1031,3902
10448,0,0,0,0,583,1345,62,142,0,0,0,0,0,0,0,1331,0,7,0,0,88,0,111,1228,4897
10449,0,0,0,0,289,508,0,0,47,0,0,0,0,0,0,0,1788,16,272,0,104,0,166,888,4078
10452,0,0,0,0,180,0,0,398,0,0,0,0,0,0,0,342,9614,0,42,0,208,4322,687,1435,17228
10454,4210,6873,0,0,282,174,56,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,2065,14057
10455,0,0,0,0,248,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,1619
10457,0,0,0,0,255,0,0,0,0,0,0,106,0,0,0,2965,0,0,0,0,0,0,0,218,3544
10458,0,0,6508,0,413,1141,92,0,0,1630,0,0,0,0,0,3840,0,0,0,1912,115,0,82,941,16674
10461,0,7370,0,0,204,136,578,320,116,1107,0,0,0,0,0,1171,9909,0,1364,4390,210,0,1652,3640,32167
10462,0,0,0,0,461,43,0,0,0,0,0,0,0,0,0,2249,0,0,0,0,0,0,0,1035,3788
10463,3047,0,5971,0,0,144,696,94,83,0,7408,0,0,0,0,0,10200,0,3396,0,190,0,186,3490,34905
10467,0,4156,0,0,370,70,0,320,766,341,0,0,10830,0,0,0,11441,7,2475,0,363,0,463,2945,34547
10469,0,7087,0,0,491,101,588,515,399,507,0,338,0,0,0,1968,9569,19,238,4760,303,0,462,3985,31330
10473,0,0,0,6249,176,196,76,409,376,1045,0,506,0,0,0,0,9223,33,545,6223,507,0,809,4144,30517
10474,0,0,0,0,392,0,63,0,0,0,0,0,0,0,0,1627,6293,10,972,0,112,15502,188,1022,26181
10476,0,0,0,0,151,0,0,0,0,0,0,82,0,0,0,1308,0,0,4422,0,89,0,141,284,6477
10479,2744,0,0,0,332,4241,321,285,172,458,0,0,0,0,0,4488,8643,0,835,2671,107,0,354,4906,30557
10481,1870,6955,0,0,465,635,332,95,0,1218,0,0,0,0,0,842,9610,7,1316,3625,102,0,177,3819,31068
10482,0,5236,0,0,505,705,439,239,0,1597,0,83,0,0,0,2414,9975,8,1735,3141,385,0,440,3469,30371
10483,0,0,0,8363,475,389,264,123,0,0,0,165,0,0,0,3507,0,0,0,1194,132,0,199,1602,16413
10484,2022,5493,0,0,356,112,748,1304,0,985,0,0,0,0,0,3406,8810,7,1018,1193,199,0,206,4734,30593
10485,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,2581,0,0,0,0,8,0,0,1087,4057
10487,0,0,0,0,209,0,0,133,0,0,0,0,0,0,0,1249,9698,0,0,0,0,0,0,1314,12603
10488,0,6364,0,0,289,934,0,254,521,1246,0,0,0,0,0,417,10199,10,1207,6290,250,0,527,2137,30645
10490,0,0,0,0,346,240,0,0,0,0,0,0,0,0,0,1270,0,0,0,0,79,0,1667,623,4225
10492,0,0,4943,0,360,1796,215,488,333,733,0,0,0,0,0,3350,10005,15,1016,2284,140,0,2325,3101,31104
10493,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,342,0,0,4312,0,81,0,150,189,5537
10494,0,0,2525,6450,400,758,323,104,429,0,0,131,0,0,0,1970,10298,0,807,3535,355,0,645,2657,31387
10495,0,5905,0,0,375,667,489,139,866,1326,0,0,0,0,0,270,10436,25,1406,4631,460,0,807,2673,30475
10498,0,0,0,0,453,840,170,0,0,0,0,0,0,0,0,1982,0,0,0,0,0,0,0,366,3811
10500,0,0,0,0,255,0,116,108,265,0,0,0,0,0,0,78,9479,7,1211,491,213,0,396,1417,14036
10502,0,0,3010,5761,0,43,73,220,118,0,6895,0,0,0,0,2296,10376,0,3012,0,249,0,253,2435,34741
10504,0,0,9133,0,377,813,203,115,0,0,0,0,0,0,0,0,0,0,0,622,137,0,188,1182,12770
10506,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,70,1756,0,90,0,91,1190,3447
10508,0,0,5685,0,307,592,1038,0,460,1463,0,645,0,0,0,0,9665,31,1523,3457,404,0,538,5185,30993
10511,0,0,2197,6171,316,349,41,0,286,0,0,0,0,0,0,2394,9648,8,1178,6131,250,0,558,2551,32078
10512,0,5778,0,0,0,426,0,0,829,769,9624,0,0,0,0,0,9918,0,3640,0,331,0,336,2189,33840
10513,2076,0,1993,0,287,144,387,187,343,1057,0,590,0,0,0,7581,5183,91,758,3734,199,0,1908,4649,31167
