id,confA,confB,confC,confD,signDesk,poster,wc1,wc2,wc3,room1,room2,room3,room4,room5,room6,exhibition,mainMeeting,serviceRoom,restaurant,relaxRoom,escalator,importExport,secondAisle,firstAisle,idstaytimesum
10117,0,0,0,0,251,24,0,441,0,0,0,0,0,0,0,0,6707,14,0,83,90,0,75,1696,9381
10121,0,0,0,0,281,0,0,0,0,0,0,0,0,8594,0,240,0,0,0,0,87,0,65,249,9516
10123,0,0,0,0,268,49,0,76,239,655,0,0,0,0,0,1329,4484,14,0,0,80,0,145,2924,10263
10127,0,0,0,0,380,0,0,72,51,0,0,430,0,0,0,0,8121,7,0,0,166,0,785,937,10949
10134,0,0,0,0,319,0,0,238,0,0,0,0,0,0,0,822,8984,9,0,0,0,0,0,705,11077
10135,0,0,2857,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,3226
10136,0,2945,0,0,382,396,0,310,0,0,0,0,0,0,0,0,5568,0,0,284,97,0,86,1772,11840
10137,2071,0,0,0,259,85,78,270,0,0,0,0,0,0,0,1262,5154,0,0,0,0,0,0,1933,11112
10142,0,5929,0,0,320,134,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,7620
10143,0,0,0,0,422,0,0,99,0,0,0,0,0,0,0,59,5546,9,0,0,0,0,0,1848,7983
10145,0,0,0,0,250,1095,309,0,0,0,0,0,0,0,0,0,2041,7,0,0,0,0,0,576,4278
10146,2263,0,0,0,259,32,0,359,0,0,0,0,0,0,0,1301,5652,0,0,0,0,0,0,1169,11035
10150,0,0,0,0,332,430,145,193,0,458,0,0,0,0,0,345,7552,0,0,0,93,0,151,1053,10752
10151,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,4881,0,0,0,0,0,0,589,5890
10152,2494,0,0,0,437,589,0,0,0,0,0,0,0,0,0,0,4954,0,0,0,0,0,0,851,9325
10155,0,3775,0,0,231,607,360,0,0,0,0,0,0,0,0,1447,0,123,0,0,0,0,0,890,7433
10157,0,5614,0,0,415,462,272,0,0,0,0,0,0,0,0,199,0,110,0,0,0,0,0,851,7923
10162,0,3248,0,0,282,44,60,65,172,0,0,0,0,0,0,0,5193,20,0,112,162,0,201,1575,11134
10163,0,2516,0,0,339,111,110,335,0,0,0,546,0,0,0,0,5324,9,0,0,93,0,590,1766,11739
10164,0,0,0,0,13481,0,0,0,644,0,0,0,0,0,2267,0,0,0,0,0,164,0,257,177,16990
10170,1597,0,0,0,439,368,0,0,688,0,0,0,0,0,0,0,4770,17,0,0,79,0,150,822,8930
10171,0,6222,0,0,177,52,58,0,79,0,0,0,0,0,0,0,0,0,0,0,79,0,133,1461,8261
10172,0,0,0,0,364,0,0,0,281,0,0,0,0,0,0,6913,1746,0,0,2299,78,0,161,308,12150
10174,0,5631,0,0,357,39,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,7494
10175,0,0,4825,0,377,71,152,238,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1332,7009
10178,2539,0,0,0,357,77,134,0,212,0,0,0,0,0,0,0,6547,0,0,144,84,0,192,1400,11686
10181,2595,0,0,0,0,21,71,0,0,0,1751,0,0,0,0,0,5286,0,0,0,7,0,0,678,10409
10182,0,1909,0,0,262,70,95,0,122,0,0,0,0,0,0,576,5090,17,0,1760,85,0,199,1422,11607
10192,0,0,0,0,194,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087,2779
10193,0,3822,0,0,338,352,123,0,0,0,0,0,0,0,0,0,2186,0,0,0,0,0,0,2016,8837
10194,2498,0,0,0,371,43,0,0,59,0,0,0,0,0,0,0,5095,9,0,101,86,0,175,2101,10538
10196,0,0,0,0,13738,0,0,0,375,0,0,0,0,0,2390,0,0,0,0,0,159,0,236,154,17052
10202,5767,0,0,0,449,353,0,0,158,0,0,0,0,0,0,0,0,0,0,0,84,0,164,878,7853
10205,2344,0,0,0,306,648,108,0,0,0,0,0,0,0,0,0,5496,8,0,0,0,0,0,1826,10736
10214,0,0,0,0,321,0,0,0,0,0,0,0,2632,0,0,0,8286,0,0,0,0,0,0,419,11658
10215,2663,0,0,0,404,616,291,0,0,0,0,0,0,0,0,0,5314,14,0,0,85,0,252,885,10524
10218,2632,0,0,0,424,780,84,0,0,0,0,0,0,0,0,1093,5595,0,0,0,0,0,0,871,11479
10225,0,2313,0,0,262,38,0,68,0,0,0,0,0,0,0,0,2554,0,0,0,6,0,0,1009,6250
10228,0,5322,0,0,313,623,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,7105
10231,0,1671,0,0,352,92,412,122,0,0,0,366,0,0,0,677,4772,15,0,0,0,0,0,1786,10265
10232,0,0,0,0,201,0,0,0,22,0,0,0,0,8590,0,0,0,0,0,0,86,0,171,145,9215
10233,0,0,0,0,314,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1509,749,2666
10235,0,4638,0,0,205,603,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,5955
10239,0,5238,0,0,314,968,0,0,0,0,0,0,0,0,0,212,0,0,0,0,9,0,0,1140,7881
10252,0,2137,0,0,223,46,0,238,408,0,0,513,0,0,0,0,5885,29,0,643,268,0,400,1242,12032
10256,2417,0,0,0,338,72,140,0,0,0,0,0,0,0,0,0,6174,15,0,0,7,0,0,1370,10533
10258,6564,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,7230
10262,5516,0,0,0,271,834,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,7915
10264,0,0,0,0,263,726,237,102,69,0,0,542,0,0,0,0,3716,15,0,2265,85,0,219,1117,9356
10265,0,2960,0,0,340,45,404,106,0,0,0,0,0,0,0,0,5793,0,0,313,92,0,75,1425,11553
10266,2516,0,0,0,263,609,0,431,0,0,0,0,0,0,0,0,5427,0,0,0,0,0,0,909,10155
10280,0,1492,0,0,477,473,0,467,0,0,0,0,0,0,0,1659,6292,0,0,0,0,0,0,862,11722
10281,974,0,5006,0,185,274,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,7507
10282,2077,0,0,0,0,13,0,122,445,0,1595,0,0,0,0,0,6912,0,0,0,91,0,60,1022,12337
10287,983,4970,0,0,160,496,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,7230
10292,0,2780,0,0,204,151,0,450,0,0,0,0,0,0,0,0,5879,0,0,0,0,0,0,2653,12117
10293,2296,0,0,0,273,522,515,143,0,0,0,0,0,0,0,974,6557,0,0,0,0,0,0,1320,12600
10295,2355,0,0,0,259,55,0,0,83,0,0,0,0,0,0,0,6672,14,0,0,82,0,138,2291,11949
10309,0,7606,0,0,30,56,0,0,56,0,0,0,0,0,2977,0,0,0,0,0,163,0,262,265,11415
10310,0,0,5831,0,276,71,316,0,0,0,0,0,0,0,0,66,0,116,0,0,7,0,0,1351,8034
10311,0,3086,0,0,316,17,125,0,0,0,0,0,0,0,0,0,1969,0,0,0,0,0,0,1496,7009
10316,0,0,5584,0,180,18,0,0,252,0,0,0,0,0,0,0,0,0,0,0,80,0,126,154,6394
10319,0,0,0,0,341,0,0,148,0,0,0,0,0,0,0,0,2126,0,0,0,0,0,0,386,3001
10320,2124,0,0,0,324,423,249,0,0,0,0,0,0,0,0,1025,5291,0,0,0,0,0,0,1324,10760
10321,2553,0,0,0,461,863,128,0,0,0,0,0,0,0,0,527,5363,0,0,0,0,0,0,934,10829
10325,0,0,0,0,283,585,0,73,0,0,0,0,0,0,0,0,2654,24,0,0,0,0,0,741,4360
10331,2502,0,0,0,231,59,125,0,0,0,0,0,0,0,0,1137,5334,0,0,901,98,0,80,1518,11985
10334,0,1643,0,0,369,589,0,657,0,0,0,470,0,0,0,586,5113,16,0,0,7,0,0,1741,11191
10335,0,5537,0,0,274,42,239,0,0,0,0,0,0,0,0,0,0,0,0,184,77,0,52,1208,7613
10339,0,0,6497,0,269,58,0,247,0,0,0,66,0,0,0,647,0,0,0,0,0,0,0,820,8604
10345,0,0,0,0,13806,0,0,0,0,0,0,0,0,0,3008,0,0,0,0,0,166,0,237,292,17509
10349,2694,0,0,0,289,79,254,0,0,0,0,0,0,0,0,0,6164,8,0,0,0,0,0,1397,10885
10359,0,0,5727,0,331,22,0,0,70,0,0,0,0,0,0,0,0,0,0,0,81,0,151,166,6548
10363,0,6456,0,0,461,316,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,8931
10367,2269,0,0,0,372,455,0,118,0,0,0,0,0,0,0,0,4979,0,0,0,0,0,0,782,8975
10373,2476,0,0,0,231,62,0,74,0,0,0,0,0,0,0,0,6546,14,0,0,0,0,0,1596,10999
10374,0,0,0,0,483,397,419,134,239,0,0,545,0,0,0,2719,1985,21,0,2128,172,0,215,1952,11409
10375,2257,0,0,0,374,11,212,0,0,0,0,0,0,0,0,0,5206,0,0,0,0,0,0,2040,10100
10383,2422,0,0,0,356,41,0,100,0,0,0,0,0,0,0,0,4985,0,0,901,84,0,60,1389,10338
10387,2576,0,0,0,254,76,198,419,0,0,0,0,0,0,0,0,5118,9,0,0,0,0,0,1515,10165
10391,6387,0,0,0,380,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,7135
10397,2655,0,0,0,485,630,304,122,0,0,0,0,0,0,0,987,5764,0,0,0,0,0,0,979,11926
10399,0,5069,0,0,255,21,256,351,155,0,0,0,0,0,0,0,0,14,0,0,81,0,150,750,7102
10402,2165,0,0,0,291,43,0,0,0,0,0,0,0,0,0,1435,6373,18,0,0,7,0,0,756,11088
10404,2285,0,0,0,192,38,0,166,304,0,0,0,0,0,0,944,6130,19,0,0,79,0,149,815,11121
10409,0,0,0,0,351,7,276,0,118,0,0,0,0,8689,0,588,0,0,0,0,85,0,158,396,10668
10415,0,3639,0,0,377,35,77,163,0,0,0,0,0,0,0,0,5748,17,0,0,0,0,0,2281,12337
10418,0,0,0,0,474,17,28,0,112,0,0,632,0,5071,0,0,0,9,0,0,169,0,212,470,7194
10419,1876,0,0,0,298,91,0,258,0,0,0,0,0,0,0,1625,5925,0,0,0,8,0,0,1096,11177
10430,2410,0,0,0,228,233,76,0,0,0,0,0,0,0,0,0,5155,0,0,0,0,0,0,1926,10028
10431,0,6311,0,0,372,603,41,0,131,0,0,0,0,0,0,639,0,0,0,0,78,0,141,394,8710
10435,2292,0,0,0,386,328,0,428,0,0,0,0,0,0,0,0,5501,0,0,0,0,0,0,1796,10731
10439,0,0,0,0,347,0,0,0,0,0,0,0,0,8207,0,0,0,0,0,0,86,0,65,97,8802
10440,0,6179,0,0,299,475,51,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,971,7984
10452,0,2492,0,0,220,30,0,253,263,298,0,0,0,0,0,0,5640,0,0,0,88,0,156,2127,11567
10457,0,6377,0,0,224,195,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,7312
10458,6669,0,0,0,448,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,7984
10460,0,5147,0,0,338,74,61,0,0,0,0,84,0,0,0,551,0,14,0,0,0,0,0,1386,7655
10462,0,6534,0,0,475,14,0,127,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,965,8137
10467,0,0,0,0,397,0,0,0,218,0,0,0,1307,0,0,0,7506,22,0,0,82,0,154,512,10198
10469,2038,0,0,0,527,773,381,177,0,0,0,303,0,0,0,625,4882,0,0,0,0,0,0,1080,10786
10473,2385,0,0,0,199,23,48,78,216,0,0,0,0,0,0,1382,6463,0,0,0,84,0,145,1625,12648
10474,2417,0,0,0,424,1274,0,104,0,0,0,0,0,0,0,0,5169,0,0,0,0,0,0,979,10367
10481,2765,0,0,0,399,376,37,0,0,0,0,0,0,0,0,0,4732,0,0,0,0,0,0,1077,9386
10483,0,5967,0,0,363,40,0,0,0,0,0,0,0,0,0,883,0,122,0,0,7,0,0,1518,8900
10484,0,0,0,0,336,60,0,460,0,322,0,0,0,0,0,0,3929,7,0,0,7,0,0,2640,7761
10487,2359,0,0,0,283,553,0,192,0,0,0,0,0,0,0,0,4728,0,0,0,0,0,0,1155,9270
10488,2200,0,0,0,318,531,0,168,0,0,0,0,0,0,0,0,5134,7,0,0,0,0,0,1266,9624
10492,0,0,0,0,367,0,0,216,0,0,0,0,0,0,0,2769,1903,0,0,0,0,0,0,561,5816
10494,2591,0,0,0,467,85,0,69,0,0,0,0,0,0,0,0,5317,16,0,0,91,0,140,1330,10106
10495,0,0,0,0,395,22,400,82,42,0,0,695,0,0,0,8204,1737,7,0,0,80,0,140,1168,12972
10498,0,6087,0,0,472,297,342,0,0,0,0,0,0,0,0,0,0,0,0,172,80,0,56,663,8169
10500,0,0,0,0,336,232,142,0,0,0,0,0,0,0,0,4648,1827,0,0,0,0,0,0,1123,8308
10502,0,0,0,0,0,466,90,0,0,0,461,0,0,0,0,0,7507,0,0,0,0,0,0,802,9326
10508,0,0,0,0,203,240,0,165,0,0,0,0,0,0,0,1826,1560,7,0,0,0,0,0,460,4461
10511,0,2267,0,0,388,45,0,0,0,0,0,0,0,0,0,1248,2162,0,0,0,0,0,0,1484,7594
10512,0,0,0,0,0,0,0,0,362,0,1237,0,0,0,0,0,7592,0,0,0,225,0,219,1159,10794
10513,1568,4737,0,0,254,63,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,7865
10514,0,3744,0,0,377,27,0,265,0,0,0,0,0,0,0,0,3701,24,0,0,0,0,0,713,8851
10515,6134,0,0,0,345,627,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,7961
10516,2306,0,0,0,426,87,49,0,62,0,0,0,0,0,0,0,6775,16,0,0,76,0,129,958,10884
10517,0,2478,0,0,194,63,86,58,0,412,0,0,0,0,0,156,6059,14,0,0,0,0,0,2103,11623
10518,0,0,0,0,278,0,203,100,0,0,0,670,0,0,0,6676,1725,16,0,0,0,0,0,793,10461
10522,2466,0,0,0,306,72,111,218,0,0,0,0,0,0,0,0,6148,15,0,0,0,0,0,1068,10404
10526,2214,0,0,0,270,46,0,116,0,0,0,0,0,0,0,920,5963,0,0,0,0,0,0,1070,10599
10528,2055,0,0,0,242,43,0,336,0,0,0,0,0,0,0,650,5920,0,0,0,0,0,0,907,10153
10530,0,0,0,0,184,0,0,0,78,0,0,0,0,8776,0,0,0,0,0,0,92,0,165,129,9424
10532,2265,0,0,0,484,60,0,36,187,0,0,0,0,0,0,0,5483,0,0,0,82,0,134,901,9632
10537,0,0,6265,0,270,1315,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,8781
10538,0,5916,0,0,336,43,64,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1120,7488
10539,2507,0,0,0,340,50,105,0,0,0,0,0,0,0,0,320,5407,0,0,0,8,0,0,1149,9886
10540,0,0,0,0,199,17,218,0,0,0,0,0,0,0,0,1019,7467,0,0,0,0,0,0,1188,10108
10545,0,0,0,0,180,0,117,124,0,0,0,380,0,5218,0,0,0,16,0,0,98,0,80,1789,8002
10546,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,3476,1876,0,0,0,78,0,2121,275,8028
10561,0,2052,0,0,332,921,460,0,0,0,0,0,0,0,0,0,4758,0,0,0,0,0,0,1314,9837
10566,0,5856,0,0,405,32,0,0,56,0,0,0,0,0,0,0,0,0,0,0,82,0,146,267,6844
10577,0,0,0,0,421,487,168,410,0,454,0,0,0,0,0,2348,5786,0,0,0,0,0,0,1370,11444
10603,0,0,0,0,401,0,56,0,175,0,0,0,0,0,0,849,7617,37,0,0,163,0,269,1134,10701
10615,0,0,0,0,221,42,135,0,0,0,0,0,0,0,0,0,2999,16,0,0,0,0,0,1129,4542
10625,2337,0,0,0,206,500,0,200,117,0,0,0,0,0,0,947,5107,15,0,0,76,0,121,1094,10720
10630,0,0,0,0,276,531,0,563,0,353,0,0,0,0,0,670,7225,0,0,0,0,0,0,1035,10653
10631,0,3110,0,0,323,61,113,0,0,0,0,0,0,0,0,2493,0,0,0,1424,84,0,57,1165,8830
10634,0,0,0,0,268,0,0,0,0,0,0,0,0,8493,0,0,0,0,0,0,82,0,164,119,9126
10638,0,0,0,0,0,0,0,263,0,0,0,0,0,0,2831,0,0,10628,0,0,168,0,219,469,14578
10643,0,0,0,0,335,0,0,178,0,0,0,0,0,0,0,588,8463,0,0,0,84,0,1151,804,11603
10649,2628,0,0,0,157,74,0,577,0,0,0,0,0,0,0,0,6238,20,0,0,8,0,0,993,10695
10654,0,6207,0,0,242,58,0,0,0,0,0,0,0,0,0,1340,0,15,0,0,0,0,0,759,8621
10656,0,0,0,0,322,0,0,142,67,0,0,0,0,0,0,1106,6426,156,0,0,80,0,131,624,9054
10657,0,0,0,0,357,25,40,222,62,0,0,732,0,0,0,87,7996,81,0,0,78,0,129,2136,11945
10659,0,0,0,0,443,0,0,294,0,0,0,736,0,0,0,1281,8485,24,0,279,88,0,69,792,12491
10660,0,0,0,0,275,1455,0,107,0,0,0,0,0,0,0,2069,1776,0,0,2277,159,0,2060,712,10890
10661,0,2433,0,0,175,62,249,28,0,0,0,0,0,0,0,64,6183,0,0,74,91,0,57,2059,11475
10662,0,5357,0,0,264,56,52,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,907,7079
10663,0,4557,0,0,389,1114,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,6347
10665,0,0,5896,0,317,18,0,0,177,0,0,0,0,0,0,678,0,115,0,0,90,0,161,426,7878
10668,2907,0,0,0,0,35,132,0,0,0,1289,0,0,0,0,0,5369,0,0,0,0,0,0,1099,10831
10669,0,1794,0,0,352,69,0,139,0,0,0,0,0,0,0,815,6193,65,0,0,73,0,0,1790,11290
10670,0,5946,0,0,435,636,52,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,307,7390
10671,0,4785,0,0,431,17,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,6210
10672,0,3992,0,0,250,46,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661,6217
10673,5818,0,0,0,320,75,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,6902
10683,0,2494,0,0,265,688,306,0,0,0,0,0,0,0,0,3009,0,0,0,1806,171,0,1896,510,11145
10685,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,3785,0,0,0,0,0,0,0,203,4398
10686,6406,0,0,0,380,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,7742
10688,0,2547,1611,0,184,80,183,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1517,6130
10698,0,1536,0,0,238,16,0,208,0,314,0,0,0,0,0,0,4952,8,0,0,0,0,0,1804,9076
10705,0,0,0,0,7,0,89,0,0,0,0,0,0,0,4214,0,0,0,0,0,83,0,100,344,4837
10707,0,3483,0,0,299,34,465,0,0,0,0,0,0,0,0,1909,0,0,0,0,0,0,0,967,7157
10708,0,0,0,0,235,227,99,132,0,0,0,761,0,0,0,3188,2035,8,0,0,0,0,0,5022,11707
10711,2331,0,0,0,247,1208,0,99,0,0,0,0,0,0,0,0,5647,0,0,0,0,0,0,1342,10874
10713,2256,0,0,0,296,95,48,0,0,0,0,0,0,0,0,0,5120,0,0,1389,100,0,70,1182,10556
10719,0,0,4623,0,431,27,0,0,87,0,0,0,0,0,0,0,0,0,0,0,79,0,134,367,5748
10720,0,0,4813,0,349,553,116,181,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,2464,8490
10722,0,4332,0,0,307,893,341,0,0,0,0,0,0,0,0,289,2603,0,0,0,0,0,0,574,9339
10725,2535,0,0,0,494,64,0,0,0,0,0,0,0,0,0,45,6916,9,0,0,0,0,0,1301,11364
10726,2615,0,0,0,213,84,23,0,72,0,0,0,0,0,0,0,4980,0,0,0,90,0,144,2610,10831
10732,2363,0,0,0,409,576,0,339,0,0,0,0,0,0,0,0,5575,9,0,0,0,0,0,1016,10287
10737,0,1639,0,0,199,50,286,0,56,0,0,0,0,0,0,2566,3150,0,0,0,78,0,133,1438,9595
10740,0,0,0,0,176,0,0,143,0,0,0,429,0,0,0,0,4627,0,0,0,0,0,0,623,5998
10744,0,0,0,0,171,0,0,0,0,0,0,0,0,8652,0,0,0,0,0,0,85,0,74,1240,10222
10748,2496,0,0,0,288,45,104,0,0,0,0,0,0,0,0,138,5249,0,0,0,0,0,0,1512,9832
10750,2503,0,0,0,425,60,575,0,0,0,0,0,0,0,0,0,5468,0,0,0,0,0,0,1198,10229
10754,0,0,4931,0,295,55,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2082,7637
10756,2402,0,0,0,429,419,0,127,0,0,0,0,0,0,0,744,5205,0,0,0,0,0,0,960,10286
10757,0,2307,0,0,400,427,154,311,0,0,0,0,0,0,0,0,4668,0,0,914,190,0,449,910,10730
10760,0,5527,0,0,300,21,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,6643
10761,0,0,0,0,230,0,0,218,0,0,0,0,0,0,0,0,1837,0,0,0,0,0,0,286,2571
10762,0,0,0,0,0,0,0,0,249,0,0,0,0,0,1728,0,0,9773,0,0,164,0,263,260,12437
10774,0,2689,0,0,319,404,523,0,0,0,0,0,0,0,0,67,5841,10,0,329,98,0,92,1338,11710
10777,1908,0,0,0,212,453,66,193,0,0,0,0,0,0,0,0,6115,29,0,0,89,0,1107,1230,11402
10778,2398,0,0,0,402,312,0,111,0,0,0,0,0,0,0,1040,5389,6,0,1085,91,0,66,1039,11939
10780,0,0,0,0,374,7,148,66,0,0,0,435,0,7455,0,0,0,22,0,0,163,0,126,508,9304
10785,2564,0,0,0,339,117,141,0,0,0,0,0,0,0,0,0,6520,8,0,0,0,0,0,1625,11314
10790,1008,0,4758,0,223,374,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,7786
10794,2933,2272,0,0,351,916,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,7844
10796,0,0,6372,0,222,32,0,0,0,0,0,0,0,0,0,931,0,93,0,0,7,0,0,1209,8866
10797,0,0,6080,0,239,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7091
10801,0,0,0,0,424,0,0,341,0,0,0,557,0,5092,0,903,0,0,0,0,91,0,76,473,7957
10804,0,0,0,0,426,1068,0,631,0,480,0,0,0,0,0,0,7211,10,0,619,96,0,83,1767,12391
10812,0,0,0,0,354,579,382,207,0,0,0,0,0,0,0,0,7312,15,0,0,0,0,0,1112,9961
10814,6351,0,0,0,385,60,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,7837
10818,0,0,0,0,376,0,0,146,287,0,0,0,0,0,0,198,1980,127,0,0,88,0,167,540,3909
10824,0,5588,0,0,328,24,292,0,0,0,0,0,0,0,0,55,0,110,0,0,0,0,0,938,7335
10832,0,0,0,0,231,1111,52,0,0,0,0,0,0,0,0,2234,0,90,0,0,0,0,0,3261,6979
10836,0,0,0,0,296,484,0,664,0,448,0,0,0,0,0,2377,3130,0,0,0,79,0,2076,1038,10592
10838,0,0,4664,0,174,9,0,220,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,776,5873
10840,0,5578,0,0,291,531,0,0,365,0,0,0,0,0,0,0,0,0,0,0,82,0,149,222,7218
10842,0,4656,0,0,341,868,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,6982
10848,0,5857,0,0,451,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,7206
10850,0,6339,0,0,284,51,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,7331
10853,0,3502,0,0,306,72,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,5748
