id,sid,time,time2
19488,11502,30740,8:32:20
10649,11504,30750,8:32:30
10685,11502,30750,8:32:30
10708,11502,30750,8:32:30
11104,11504,30750,8:32:30
12939,11507,30750,8:32:30
13405,11507,30750,8:32:30
13553,11502,30750,8:32:30
15329,11300,30750,8:32:30
16936,11300,30750,8:32:30
17239,11504,30750,8:32:30
17503,11300,30750,8:32:30
17998,11502,30750,8:32:30
18193,11502,30750,8:32:30
10425,11504,30760,8:32:40
12672,11300,30760,8:32:40
13936,11502,30760,8:32:40
14045,11507,30760,8:32:40
14600,11502,30760,8:32:40
15198,11504,30760,8:32:40
16913,11502,30760,8:32:40
17724,11504,30760,8:32:40
17943,11504,30760,8:32:40
19190,11502,30760,8:32:40
19540,11502,30760,8:32:40
19993,11300,30760,8:32:40
10127,11504,30770,8:32:50
10388,11504,30770,8:32:50
10467,11502,30770,8:32:50
11808,11504,30770,8:32:50
11864,11502,30770,8:32:50
12332,11504,30770,8:32:50
12909,11504,30770,8:32:50
15485,11502,30770,8:32:50
16536,11502,30770,8:32:50
16609,11502,30770,8:32:50
16862,11502,30770,8:32:50
18348,11504,30770,8:32:50
19908,11504,30770,8:32:50
10081,11300,30780,8:33:00
10101,11300,30780,8:33:00
10865,11300,30780,8:33:00
11085,11502,30780,8:33:00
11874,11507,30780,8:33:00
12805,11504,30780,8:33:00
13218,11300,30780,8:33:00
13575,11300,30780,8:33:00
14077,11502,30780,8:33:00
16738,11300,30780,8:33:00
17514,11504,30780,8:33:00
17921,11502,30780,8:33:00
18171,11300,30780,8:33:00
18968,11504,30780,8:33:00
19938,11502,30780,8:33:00
10502,11507,30790,8:33:10
10750,11502,30790,8:33:10
11001,11504,30790,8:33:10
12577,11300,30790,8:33:10
14806,11300,30790,8:33:10
15564,11504,30790,8:33:10
15923,11502,30790,8:33:10
16119,11502,30790,8:33:10
17361,11300,30790,8:33:10
17407,11504,30790,8:33:10
17458,11502,30790,8:33:10
17787,11507,30790,8:33:10
18232,11502,30790,8:33:10
18508,11507,30790,8:33:10
18588,11504,30790,8:33:10
10367,11502,30800,8:33:20
11149,11502,30800,8:33:20
11652,11504,30800,8:33:20
13535,11300,30800,8:33:20
14928,11502,30800,8:33:20
17208,11300,30800,8:33:20
17567,11502,30800,8:33:20
17628,11300,30800,8:33:20
17952,11502,30800,8:33:20
18265,11300,30800,8:33:20
10419,11300,30810,8:33:30
12082,11504,30810,8:33:30
12977,11507,30810,8:33:30
13516,11502,30810,8:33:30
13533,11502,30810,8:33:30
13642,11502,30810,8:33:30
13849,11502,30810,8:33:30
14276,11504,30810,8:33:30
15405,11502,30810,8:33:30
15598,11504,30810,8:33:30
17355,11300,30810,8:33:30
18734,11507,30810,8:33:30
19173,11502,30810,8:33:30
10561,11504,30820,8:33:40
11782,11502,30820,8:33:40
12025,11300,30820,8:33:40
12222,11502,30820,8:33:40
12528,11300,30820,8:33:40
15115,11300,30820,8:33:40
16233,11502,30820,8:33:40
16896,11504,30820,8:33:40
17816,11502,30820,8:33:40
18320,11300,30820,8:33:40
18608,11507,30820,8:33:40
11761,11300,30830,8:33:50
11840,11502,30830,8:33:50
12326,11300,30830,8:33:50
12721,11300,30830,8:33:50
13039,11502,30830,8:33:50
14396,11300,30830,8:33:50
15394,11300,30830,8:33:50
15946,11502,30830,8:33:50
16740,11507,30830,8:33:50
16996,11504,30830,8:33:50
17179,11502,30830,8:33:50
17559,11300,30830,8:33:50
18096,11504,30830,8:33:50
18145,11300,30830,8:33:50
18365,11502,30830,8:33:50
18377,11504,30830,8:33:50
19416,11502,30830,8:33:50
10117,11502,30840,8:34:00
10633,11507,30840,8:34:00
11136,11300,30840,8:34:00
11452,11502,30840,8:34:00
11984,11502,30840,8:34:00
12976,11300,30840,8:34:00
13050,11507,30840,8:34:00
13424,11507,30840,8:34:00
13435,11504,30840,8:34:00
15166,11504,30840,8:34:00
15504,11502,30840,8:34:00
16695,11502,30840,8:34:00
17339,11504,30840,8:34:00
18170,11502,30840,8:34:00
18745,11502,30840,8:34:00
19240,11507,30840,8:34:00
19357,11502,30840,8:34:00
19726,11504,30840,8:34:00
11261,11502,30850,8:34:10
12492,11502,30850,8:34:10
12517,11502,30850,8:34:10
13843,11507,30850,8:34:10
17119,11300,30850,8:34:10
17949,11502,30850,8:34:10
18684,11300,30850,8:34:10
19131,11504,30850,8:34:10
19209,11300,30850,8:34:10
19228,11507,30850,8:34:10
10870,11504,30860,8:34:20
10993,11502,30860,8:34:20
11292,11300,30860,8:34:20
11369,11300,30860,8:34:20
12372,11502,30860,8:34:20
12615,11502,30860,8:34:20
15519,11504,30860,8:34:20
15824,11300,30860,8:34:20
16209,11504,30860,8:34:20
17923,11504,30860,8:34:20
18956,11504,30860,8:34:20
19912,11504,30860,8:34:20
10403,11504,30870,8:34:30
12420,11502,30870,8:34:30
12548,11502,30870,8:34:30
12702,11300,30870,8:34:30
15811,11502,30870,8:34:30
17396,11300,30870,8:34:30
11805,11504,30880,8:34:40
12523,11502,30880,8:34:40
13612,11502,30880,8:34:40
13934,11300,30880,8:34:40
14423,11502,30880,8:34:40
14548,11504,30880,8:34:40
14866,11300,30880,8:34:40
15965,11504,30880,8:34:40
16199,11502,30880,8:34:40
17573,11504,30880,8:34:40
18236,11502,30880,8:34:40
18486,11502,30880,8:34:40
10680,11502,30890,8:34:50
10711,11502,30890,8:34:50
10982,11300,30890,8:34:50
11138,11502,30890,8:34:50
11213,11502,30890,8:34:50
11431,11300,30890,8:34:50
11587,11507,30890,8:34:50
12586,11504,30890,8:34:50
12716,11504,30890,8:34:50
13721,11504,30890,8:34:50
15306,11300,30890,8:34:50
15778,11504,30890,8:34:50
15847,11300,30890,8:34:50
16012,11502,30890,8:34:50
16282,11504,30890,8:34:50
17494,11507,30890,8:34:50
10264,11300,30900,8:35:00
11182,11502,30900,8:35:00
11834,11504,30900,8:35:00
11845,11504,30900,8:35:00
12703,11502,30900,8:35:00
13387,11504,30900,8:35:00
14218,11300,30900,8:35:00
15558,11502,30900,8:35:00
15832,11300,30900,8:35:00
16633,11504,30900,8:35:00
16687,11502,30900,8:35:00
18780,11504,30900,8:35:00
19236,11300,30900,8:35:00
10579,11300,30910,8:35:10
10861,11502,30910,8:35:10
12581,11300,30910,8:35:10
13251,11502,30910,8:35:10
13650,11502,30910,8:35:10
13880,11502,30910,8:35:10
15512,11300,30910,8:35:10
15675,11504,30910,8:35:10
16393,11504,30910,8:35:10
16587,11300,30910,8:35:10
17771,11300,30910,8:35:10
18667,11502,30910,8:35:10
19036,11300,30910,8:35:10
19106,11300,30910,8:35:10
13951,11502,30920,8:35:20
15030,11300,30920,8:35:20
15366,11300,30920,8:35:20
16147,11300,30920,8:35:20
18616,11502,30920,8:35:20
19475,11504,30920,8:35:20
10774,11502,30930,8:35:30
11100,11502,30930,8:35:30
11206,11502,30930,8:35:30
11377,11504,30930,8:35:30
12024,11507,30930,8:35:30
12055,11502,30930,8:35:30
13257,11502,30930,8:35:30
13348,11507,30930,8:35:30
13370,11502,30930,8:35:30
15978,11507,30930,8:35:30
16584,11504,30930,8:35:30
10037,11502,30940,8:35:40
10556,11502,30940,8:35:40
10725,11502,30940,8:35:40
11576,11502,30940,8:35:40
11979,11502,30940,8:35:40
12121,11502,30940,8:35:40
13059,11502,30940,8:35:40
13867,11507,30940,8:35:40
13986,11502,30940,8:35:40
14464,11504,30940,8:35:40
14802,11504,30940,8:35:40
15764,11504,30940,8:35:40
16069,11300,30940,8:35:40
10430,11300,30950,8:35:50
14022,11502,30950,8:35:50
17669,11300,30950,8:35:50
18948,11504,30950,8:35:50
10123,11502,30960,8:36:00
10136,11300,30960,8:36:00
10163,11502,30960,8:36:00
10293,11502,30960,8:36:00
11021,11507,30960,8:36:00
11969,11502,30960,8:36:00
12603,11504,30960,8:36:00
12979,11504,30960,8:36:00
13096,11502,30960,8:36:00
13448,11502,30960,8:36:00
14582,11507,30960,8:36:00
15182,11502,30960,8:36:00
15279,11507,30960,8:36:00
16576,11300,30960,8:36:00
17049,11502,30960,8:36:00
17187,11502,30960,8:36:00
19387,11504,30960,8:36:00
19527,11502,30960,8:36:00
19815,11504,30960,8:36:00
10292,11504,30970,8:36:10
11737,11504,30970,8:36:10
12374,11502,30970,8:36:10
12664,11507,30970,8:36:10
15008,11504,30970,8:36:10
17680,11502,30970,8:36:10
18057,11504,30970,8:36:10
18286,11300,30970,8:36:10
10012,11300,30980,8:36:20
11029,11507,30980,8:36:20
12624,11300,30980,8:36:20
13623,11507,30980,8:36:20
13714,11504,30980,8:36:20
15010,11502,30980,8:36:20
15236,11507,30980,8:36:20
17169,11502,30980,8:36:20
10150,11502,30990,8:36:30
10704,11300,30990,8:36:30
11098,11504,30990,8:36:30
11260,11507,30990,8:36:30
11889,11502,30990,8:36:30
13589,11502,30990,8:36:30
14948,11502,30990,8:36:30
15194,11502,30990,8:36:30
15451,11502,30990,8:36:30
16775,11504,30990,8:36:30
17902,11504,30990,8:36:30
18008,11502,30990,8:36:30
18443,11507,30990,8:36:30
19655,11504,30990,8:36:30
19955,11502,30990,8:36:30
11172,11502,31000,8:36:40
11444,11504,31000,8:36:40
13820,11300,31000,8:36:40
14047,11502,31000,8:36:40
14113,11502,31000,8:36:40
15025,11502,31000,8:36:40
15710,11502,31000,8:36:40
15867,11504,31000,8:36:40
16304,11300,31000,8:36:40
16332,11504,31000,8:36:40
16783,11507,31000,8:36:40
17505,11502,31000,8:36:40
18704,11300,31000,8:36:40
19093,11300,31000,8:36:40
19882,11502,31000,8:36:40
11096,11502,31010,8:36:50
12034,11300,31010,8:36:50
12276,11502,31010,8:36:50
13121,11502,31010,8:36:50
17604,11300,31010,8:36:50
18263,11502,31010,8:36:50
18738,11300,31010,8:36:50
18926,11502,31010,8:36:50
19078,11300,31010,8:36:50
10162,11502,31020,8:37:00
11033,11504,31020,8:37:00
12357,11504,31020,8:37:00
14419,11504,31020,8:37:00
14613,11507,31020,8:37:00
14755,11502,31020,8:37:00
15067,11504,31020,8:37:00
15290,11504,31020,8:37:00
16187,11504,31020,8:37:00
17195,11300,31020,8:37:00
18843,11300,31020,8:37:00
19315,11504,31020,8:37:00
19925,11502,31020,8:37:00
10240,11502,31030,8:37:10
10282,11507,31030,8:37:10
11160,11507,31030,8:37:10
12224,11502,31030,8:37:10
13363,11300,31030,8:37:10
14783,11502,31030,8:37:10
14878,11502,31030,8:37:10
16181,11502,31030,8:37:10
17811,11507,31030,8:37:10
18158,11502,31030,8:37:10
18690,11502,31030,8:37:10
19120,11504,31030,8:37:10
10463,11507,31040,8:37:20
10836,11300,31040,8:37:20
12804,11502,31040,8:37:20
13508,11300,31040,8:37:20
13647,11300,31040,8:37:20
19907,11300,31040,8:37:20
10246,11300,31050,8:37:30
10256,11502,31050,8:37:30
10943,11502,31050,8:37:30
11902,11502,31050,8:37:30
12500,11502,31050,8:37:30
14213,11300,31050,8:37:30
14739,11502,31050,8:37:30
14766,11502,31050,8:37:30
16075,11502,31050,8:37:30
16243,11504,31050,8:37:30
17625,11502,31050,8:37:30
18357,11300,31050,8:37:30
19045,11502,31050,8:37:30
19858,11502,31050,8:37:30
10609,11502,31060,8:37:40
11642,11502,31060,8:37:40
11783,11502,31060,8:37:40
12429,11502,31060,8:37:40
13388,11502,31060,8:37:40
14288,11300,31060,8:37:40
15187,11502,31060,8:37:40
16979,11504,31060,8:37:40
17603,11502,31060,8:37:40
19231,11502,31060,8:37:40
11493,11502,31070,8:37:50
11504,11502,31070,8:37:50
13159,11504,31070,8:37:50
13890,11502,31070,8:37:50
14533,11504,31070,8:37:50
14593,11504,31070,8:37:50
14983,11300,31070,8:37:50
14998,11300,31070,8:37:50
15277,11502,31070,8:37:50
15358,11502,31070,8:37:50
16591,11504,31070,8:37:50
16825,11300,31070,8:37:50
17460,11507,31070,8:37:50
18244,11504,31070,8:37:50
18294,11507,31070,8:37:50
18411,11507,31070,8:37:50
10957,11507,31080,8:38:00
12493,11300,31080,8:38:00
12590,11502,31080,8:38:00
12678,11502,31080,8:38:00
14496,11300,31080,8:38:00
14724,11502,31080,8:38:00
16016,11504,31080,8:38:00
16333,11504,31080,8:38:00
17009,11300,31080,8:38:00
17913,11502,31080,8:38:00
18220,11502,31080,8:38:00
19031,11300,31080,8:38:00
19839,11502,31080,8:38:00
11536,11300,31090,8:38:10
13991,11502,31090,8:38:10
14562,11300,31090,8:38:10
15301,11502,31090,8:38:10
16171,11504,31090,8:38:10
16660,11300,31090,8:38:10
16930,11300,31090,8:38:10
17792,11502,31090,8:38:10
17826,11504,31090,8:38:10
19221,11300,31090,8:38:10
19570,11507,31090,8:38:10
10383,11502,31100,8:38:20
10737,11504,31100,8:38:20
11338,11504,31100,8:38:20
13924,11504,31100,8:38:20
14916,11502,31100,8:38:20
15345,11504,31100,8:38:20
15355,11300,31100,8:38:20
18058,11502,31100,8:38:20
18392,11504,31100,8:38:20
19107,11502,31100,8:38:20
19652,11504,31100,8:38:20
10631,11502,31110,8:38:30
10918,11502,31110,8:38:30
11056,11502,31110,8:38:30
11107,11300,31110,8:38:30
11317,11507,31110,8:38:30
13404,11504,31110,8:38:30
13860,11502,31110,8:38:30
14002,11504,31110,8:38:30
14100,11507,31110,8:38:30
14241,11300,31110,8:38:30
15429,11502,31110,8:38:30
16272,11502,31110,8:38:30
16810,11502,31110,8:38:30
17286,11502,31110,8:38:30
17347,11502,31110,8:38:30
17880,11502,31110,8:38:30
19422,11502,31110,8:38:30
19594,11300,31110,8:38:30
11116,11507,31120,8:38:40
11671,11502,31120,8:38:40
12044,11504,31120,8:38:40
12445,11502,31120,8:38:40
12857,11504,31120,8:38:40
13358,11502,31120,8:38:40
13591,11300,31120,8:38:40
13695,11502,31120,8:38:40
14550,11300,31120,8:38:40
16493,11504,31120,8:38:40
10394,11504,31130,8:38:50
10997,11300,31130,8:38:50
11478,11504,31130,8:38:50
11669,11300,31130,8:38:50
13378,11300,31130,8:38:50
14792,11504,31130,8:38:50
16193,11504,31130,8:38:50
18747,11504,31130,8:38:50
19230,11502,31130,8:38:50
10090,11502,31140,8:39:00
10854,11504,31140,8:39:00
11150,11507,31140,8:39:00
12779,11300,31140,8:39:00
13313,11507,31140,8:39:00
14352,11300,31140,8:39:00
15862,11502,31140,8:39:00
16757,11504,31140,8:39:00
16923,11504,31140,8:39:00
17538,11504,31140,8:39:00
18356,11502,31140,8:39:00
18866,11504,31140,8:39:00
19254,11502,31140,8:39:00
19632,11502,31140,8:39:00
10927,11300,31150,8:39:10
11738,11502,31150,8:39:10
11887,11300,31150,8:39:10
11972,11502,31150,8:39:10
14622,11507,31150,8:39:10
14741,11504,31150,8:39:10
14911,11504,31150,8:39:10
15214,11504,31150,8:39:10
16751,11502,31150,8:39:10
16953,11300,31150,8:39:10
18128,11300,31150,8:39:10
18369,11502,31150,8:39:10
19295,11502,31150,8:39:10
10891,11504,31160,8:39:20
13036,11300,31160,8:39:20
13794,11502,31160,8:39:20
15370,11502,31160,8:39:20
15922,11504,31160,8:39:20
15956,11502,31160,8:39:20
16127,11502,31160,8:39:20
17030,11502,31160,8:39:20
18100,11504,31160,8:39:20
18289,11502,31160,8:39:20
10401,11507,31170,8:39:30
10426,11507,31170,8:39:30
11169,11507,31170,8:39:30
11221,11507,31170,8:39:30
12750,11300,31170,8:39:30
12815,11502,31170,8:39:30
13247,11300,31170,8:39:30
13687,11300,31170,8:39:30
14165,11300,31170,8:39:30
14476,11502,31170,8:39:30
15712,11504,31170,8:39:30
16442,11502,31170,8:39:30
17421,11502,31170,8:39:30
18523,11300,31170,8:39:30
18742,11504,31170,8:39:30
19092,11507,31170,8:39:30
19659,11300,31170,8:39:30
10041,11502,31180,8:39:40
11084,11507,31180,8:39:40
11946,11502,31180,8:39:40
11963,11502,31180,8:39:40
12019,11507,31180,8:39:40
13030,11300,31180,8:39:40
13315,11300,31180,8:39:40
13884,11300,31180,8:39:40
13897,11502,31180,8:39:40
14124,11504,31180,8:39:40
14379,11507,31180,8:39:40
16340,11502,31180,8:39:40
17714,11502,31180,8:39:40
17749,11300,31180,8:39:40
17873,11300,31180,8:39:40
18050,11502,31180,8:39:40
18851,11300,31180,8:39:40
19415,11300,31180,8:39:40
10418,11502,31190,8:39:50
11488,11504,31190,8:39:50
11743,11502,31190,8:39:50
13165,11300,31190,8:39:50
13872,11502,31190,8:39:50
14712,11504,31190,8:39:50
14752,11502,31190,8:39:50
14779,11502,31190,8:39:50
15371,11504,31190,8:39:50
15607,11300,31190,8:39:50
16488,11504,31190,8:39:50
17052,11300,31190,8:39:50
10015,11502,31200,8:40:00
11726,11300,31200,8:40:00
11792,11504,31200,8:40:00
12043,11504,31200,8:40:00
14234,11502,31200,8:40:00
15379,11504,31200,8:40:00
16391,11504,31200,8:40:00
16527,11507,31200,8:40:00
17866,11502,31200,8:40:00
18692,11502,31200,8:40:00
11083,11300,31210,8:40:10
12218,11504,31210,8:40:10
12693,11507,31210,8:40:10
12767,11502,31210,8:40:10
12811,11300,31210,8:40:10
13667,11502,31210,8:40:10
16056,11502,31210,8:40:10
16347,11502,31210,8:40:10
16894,11504,31210,8:40:10
17063,11504,31210,8:40:10
18387,11502,31210,8:40:10
18656,11504,31210,8:40:10
19637,11300,31210,8:40:10
10879,11300,31220,8:40:20
12320,11507,31220,8:40:20
13085,11504,31220,8:40:20
13569,11504,31220,8:40:20
18406,11300,31220,8:40:20
19990,11300,31220,8:40:20
10349,11300,31230,8:40:30
10821,11504,31230,8:40:30
11297,11502,31230,8:40:30
12042,11504,31230,8:40:30
12338,11502,31230,8:40:30
12398,11502,31230,8:40:30
12680,11502,31230,8:40:30
14236,11300,31230,8:40:30
15533,11300,31230,8:40:30
16545,11504,31230,8:40:30
17069,11507,31230,8:40:30
18079,11300,31230,8:40:30
18316,11502,31230,8:40:30
19299,11507,31230,8:40:30
19306,11507,31230,8:40:30
10801,11504,31240,8:40:40
12583,11502,31240,8:40:40
12644,11504,31240,8:40:40
12749,11502,31240,8:40:40
13999,11502,31240,8:40:40
14487,11502,31240,8:40:40
15196,11504,31240,8:40:40
17483,11300,31240,8:40:40
18061,11502,31240,8:40:40
18140,11300,31240,8:40:40
18162,11502,31240,8:40:40
19022,11504,31240,8:40:40
11341,11300,31250,8:40:50
12023,11504,31250,8:40:50
12305,11504,31250,8:40:50
13023,11507,31250,8:40:50
14539,11502,31250,8:40:50
15044,11502,31250,8:40:50
15453,11504,31250,8:40:50
15631,11504,31250,8:40:50
17325,11300,31250,8:40:50
17584,11502,31250,8:40:50
17692,11504,31250,8:40:50
17718,11504,31250,8:40:50
17814,11504,31250,8:40:50
12998,11300,31260,8:41:00
13009,11502,31260,8:41:00
13248,11300,31260,8:41:00
13518,11502,31260,8:41:00
14180,11504,31260,8:41:00
14716,11502,31260,8:41:00
15072,11300,31260,8:41:00
15416,11502,31260,8:41:00
15438,11504,31260,8:41:00
17251,11300,31260,8:41:00
18519,11502,31260,8:41:00
19009,11300,31260,8:41:00
19339,11502,31260,8:41:00
19559,11300,31260,8:41:00
10172,11502,31270,8:41:10
10374,11504,31270,8:41:10
10620,11502,31270,8:41:10
13562,11504,31270,8:41:10
14166,11502,31270,8:41:10
14338,11507,31270,8:41:10
14470,11507,31270,8:41:10
15165,11300,31270,8:41:10
15577,11502,31270,8:41:10
15682,11504,31270,8:41:10
15775,11502,31270,8:41:10
15902,11507,31270,8:41:10
16750,11502,31270,8:41:10
18549,11502,31270,8:41:10
18585,11300,31270,8:41:10
11044,11502,31280,8:41:20
11692,11504,31280,8:41:20
12211,11504,31280,8:41:20
12375,11502,31280,8:41:20
12396,11502,31280,8:41:20
13977,11504,31280,8:41:20
14373,11502,31280,8:41:20
15637,11507,31280,8:41:20
15646,11300,31280,8:41:20
16378,11502,31280,8:41:20
16543,11300,31280,8:41:20
16830,11502,31280,8:41:20
19237,11502,31280,8:41:20
11741,11504,31290,8:41:30
11978,11504,31290,8:41:30
12177,11507,31290,8:41:30
14226,11300,31290,8:41:30
14257,11507,31290,8:41:30
15027,11504,31290,8:41:30
15028,11502,31290,8:41:30
15241,11507,31290,8:41:30
15260,11300,31290,8:41:30
15738,11502,31290,8:41:30
15870,11300,31290,8:41:30
16100,11502,31290,8:41:30
17025,11502,31290,8:41:30
17996,11504,31290,8:41:30
10107,11502,31300,8:41:40
11727,11504,31300,8:41:40
12016,11504,31300,8:41:40
12443,11502,31300,8:41:40
13284,11507,31300,8:41:40
13456,11507,31300,8:41:40
15467,11502,31300,8:41:40
15769,11507,31300,8:41:40
16185,11300,31300,8:41:40
16251,11502,31300,8:41:40
16885,11300,31300,8:41:40
16967,11300,31300,8:41:40
16986,11502,31300,8:41:40
17901,11502,31300,8:41:40
18422,11504,31300,8:41:40
19157,11502,31300,8:41:40
19423,11504,31300,8:41:40
10014,11502,31310,8:41:50
10085,11502,31310,8:41:50
10500,11502,31310,8:41:50
10868,11502,31310,8:41:50
10986,11504,31310,8:41:50
11801,11502,31310,8:41:50
13640,11502,31310,8:41:50
