id,value,date
18878,214.8833333,1
18877,484.4,1
18870,84.71666667,1
18869,222.3333333,1
18868,90.28333333,1
18866,243.8166667,1
18865,545.2833333,1
18857,192.7,1
18853,541.8,1
18852,87.48333333,1
18851,394.85,1
18848,563.7833333,1
18844,535.6833333,1
18843,111.9333333,1
18842,230.2666667,1
18839,533.4,1
18838,566.05,1
18837,524.3666667,1
18831,96.41666667,1
18830,206.5,1
18825,64.28333333,1
18823,38.26666667,1
18822,545.4,1
18819,203.4666667,1
18812,255.3666667,1
18811,539.0666667,1
18807,194.9333333,1
18804,210.7833333,1
18801,243.3,1
18800,217.2666667,1
18798,204.05,1
18795,193.6166667,1
18793,569.75,1
18792,208.1,1
18790,527.55,1
18788,218.7666667,1
18786,500.3166667,1
18780,235.9833333,1
18776,224.8166667,1
18774,201.5333333,1
18772,209.2666667,1
18770,248.9166667,1
18766,231.25,1
18765,199.3833333,1
18763,212.0833333,1
18762,537.3,1
18756,537.4333333,1
18751,105.7666667,1
18748,207.5166667,1
18747,229.0666667,1
18745,531.7,1
18744,199.3833333,1
18741,231.3833333,1
18738,543.7166667,1
18734,30.23333333,1
18733,383.5833333,1
18730,254.9,1
18729,239.2,1
18727,550.0666667,1
18723,217.0666667,1
18718,407.9833333,1
18714,213.2666667,1
18708,236.5333333,1
18707,170.1,1
18705,264.1166667,1
18704,559.6666667,1
18701,208.5166667,1
18700,96.2,1
18698,542.55,1
18695,249.3,1
18693,207.1333333,1
18692,532.75,1
18690,248.9166667,1
18689,613.5666667,1
18687,541.4333333,1
18686,204.6333333,1
18685,531.8333333,1
18684,223.6,1
18678,510.2,1
18675,81.95,1
18673,208.2166667,1
18671,212.2333333,1
18667,262.6,1
18664,536.0833333,1
18656,551.1333333,1
18653,87.9,1
18651,560.3166667,1
18648,90.61666667,1
18646,209.2166667,1
18645,139.05,1
18640,537.1833333,1
18627,87.1,1
18626,163.3833333,1
18625,539.6833333,1
18616,141.6,1
18613,224.9,1
18609,225.6333333,1
18608,524.95,1
18607,552.6,1
18605,76.45,1
18604,86.61666667,1
18603,259.7333333,1
18601,562.4666667,1
18600,223.4833333,1
18596,100.5,1
18595,241.5666667,1
18594,217.0166667,1
18592,522.1,1
18590,195.3833333,1
18589,215.95,1
18588,538.7333333,1
18586,193.2166667,1
18584,232.4333333,1
18583,127.2666667,1
18581,548.95,1
18580,452.95,1
18579,220.3166667,1
18578,514.15,1
18576,206.9833333,1
18575,234.5166667,1
18574,254.35,1
18572,221.7333333,1
18567,76.1,1
18564,501.5166667,1
18562,207.95,1
18557,521,1
18556,562.75,1
18553,92.41666667,1
18549,227.3666667,1
18548,48,1
18546,543.1666667,1
18540,221.8,1
18538,539.4333333,1
18536,544.1833333,1
18524,100.9166667,1
18523,253.4166667,1
18519,254.2833333,1
18518,226.6333333,1
18512,235.5833333,1
18508,223.8333333,1
18506,240.9,1
18499,248.8666667,1
18491,554.8833333,1
18489,249.8666667,1
18486,261.7166667,1
18483,550.6833333,1
18482,411.6666667,1
18479,218.2,1
18477,201.5833333,1
18476,232.2666667,1
18473,560.2666667,1
18468,250.6,1
18465,271.6166667,1
18457,541.0833333,1
18451,83.63333333,1
18450,405.05,1
18447,254.9,1
18445,127.8833333,1
18443,550.65,1
18442,532.9,1
18438,554.7833333,1
18437,65.51666667,1
18433,547.2333333,1
18432,537.0833333,1
18428,259.2666667,1
18427,232.4333333,1
18422,244.8666667,1
18413,556.9833333,1
18411,562.2,1
18407,218.2333333,1
18401,262.85,1
18400,76.53333333,1
18398,207.8666667,1
18395,263.5166667,1
18392,178.65,1
18388,251.9333333,1
18387,233.6666667,1
18381,198.15,1
18379,225.25,1
18377,463.8166667,1
18375,226.1666667,1
18374,205.3833333,1
18372,234.25,1
18369,492.1,1
18367,606.75,1
18365,524.0833333,1
18364,131.6333333,1
18359,235.2833333,1
18358,215.4666667,1
18357,208.1666667,1
18355,565.4333333,1
18352,128.4666667,1
18350,557.7,1
18348,541.2166667,1
18347,67.51666667,1
18343,259.25,1
18341,56.88333333,1
18340,217.7833333,1
18335,541.05,1
18334,69.35,1
18333,221.1166667,1
18330,409.55,1
18328,235.7,1
18326,467.25,1
18325,511.9833333,1
18320,525.6,1
18316,513.65,1
18315,265.6666667,1
18311,546.1833333,1
18310,543.85,1
18306,204.5833333,1
18300,408.8666667,1
18299,556.8333333,1
18298,92.41666667,1
18297,483.5666667,1
18292,248.4666667,1
18289,549.3166667,1
18287,156.2333333,1
18281,499.5333333,1
18280,250.0166667,1
18275,193.45,1
18274,525.9666667,1
18271,555.1333333,1
18268,540.25,1
18265,257.7333333,1
18264,407.45,1
18262,527.5833333,1
18258,541.4666667,1
18256,209.6333333,1
18255,228.7,1
18253,212.05,1
18250,119.1,1
18248,535,1
18244,484.8333333,1
18243,557.8833333,1
18242,566.5333333,1
18241,96.28333333,1
18239,213.4333333,1
18236,551.4,1
18234,221.7666667,1
18232,563.7,1
18230,224.0333333,1
18226,552.2,1
18225,525.1666667,1
18223,197.0333333,1
18222,233.7166667,1
18214,546.2,1
18208,253.9833333,1
18204,244.7333333,1
18203,535.7333333,1
18200,208.1,1
18193,250.2666667,1
18189,211.5833333,1
18187,534.2,1
18186,539.9833333,1
18185,387.5333333,1
18182,206.75,1
18181,509.1666667,1
18176,104.65,1
18175,73.16666667,1
18173,220.7833333,1
18171,193.25,1
18170,546.2333333,1
18169,211.3666667,1
18165,556.8333333,1
18164,208.1333333,1
18162,556.6,1
18161,226.2166667,1
18158,161.5166667,1
18154,247.3166667,1
18151,378.6166667,1
18150,205.1,1
18148,222.65,1
18145,537.65,1
18144,224.35,1
18142,231.45,1
18140,561.7166667,1
18138,228.2833333,1
18135,514.05,1
18132,554.2833333,1
18130,537.8666667,1
18128,542.3333333,1
18127,254.9166667,1
18123,611.5833333,1
18119,233.5166667,1
18116,254.9333333,1
18114,215.8333333,1
18112,232.8,1
18105,88.65,1
18104,516.6166667,1
18100,563.5333333,1
18099,80.36666667,1
18098,198.7,1
18096,408.95,1
18086,208.8,1
18079,159.55,1
18078,62.73333333,1
18077,233.5333333,1
18076,230.7,1
18072,547.1,1
18071,218.6333333,1
18065,225.4666667,1
18062,172.45,1
18061,534.25,1
18059,608.75,1
18058,237.4333333,1
18057,567.0666667,1
18054,189.75,1
18050,534.8333333,1
18048,554.65,1
18047,240.55,1
18045,83.05,1
18040,228.0166667,1
18039,206.7,1
18038,542.0833333,1
18037,183.1666667,1
18035,52.38333333,1
18033,254.9333333,1
18032,68.25,1
18023,209.9333333,1
18015,231.9833333,1
18014,206.6,1
18012,208,1
18009,213.1833333,1
18008,546.95,1
18007,197.7333333,1
18006,244.3833333,1
18000,539.7166667,1
17998,219.2,1
17997,455.75,1
17994,451.5333333,1
17993,530.7333333,1
17989,532.6166667,1
17975,562.7833333,1
17973,536.4666667,1
17968,204.95,1
17967,236.5833333,1
17965,534.2166667,1
17964,505.9,1
17963,205.9833333,1
17961,272.25,1
17960,240.5666667,1
17959,217.2166667,1
17953,494.9833333,1
17952,249.5166667,1
17951,254.2333333,1
17949,73.81666667,1
17947,179.0166667,1
17946,225.7333333,1
17943,236.85,1
17942,539.8,1
17937,229.2833333,1
17931,555.55,1
17930,241.5,1
17925,216.4,1
17923,531.3,1
17921,265.9,1
17917,218.5166667,1
17916,408.4,1
17914,255.3666667,1
17913,230.4666667,1
17908,241.6833333,1
17905,534.1,1
17903,205.3166667,1
17902,265.3,1
17901,555.6333333,1
17893,543.65,1
17890,167.0833333,1
17886,566.0833333,1
17885,199.5,1
17884,77.73333333,1
17877,206.5,1
17875,549.15,1
17874,382.9833333,1
17873,258.3166667,1
17870,247.4833333,1
17868,519.6,1
17866,161.1166667,1
17865,538.8833333,1
17864,220.9833333,1
17863,456.3833333,1
17861,217.8833333,1
17860,254.75,1
17852,225.9833333,1
17850,519.25,1
17847,222.05,1
17845,232.7,1
17830,82.68333333,1
17829,560.65,1
17826,510.35,1
17824,223.4833333,1
17823,216.7,1
17822,530.8833333,1
17818,242.6833333,1
17816,194.8833333,1
17815,264.25,1
17814,556.3833333,1
17813,62.53333333,1
17811,541.9833333,1
17800,229.3833333,1
17799,529.4833333,1
17796,540.9,1
17792,543.9666667,1
17791,255.8833333,1
17790,220.6,1
17787,104.1166667,1
17782,88.65,1
17779,205.9333333,1
17778,231.0333333,1
17776,210.8333333,1
17773,257.3166667,1
17771,205.4833333,1
17770,164.1166667,1
17765,221.5666667,1
17763,554.2333333,1
17762,227.8833333,1
17761,545.55,1
17759,491.05,1
17750,546.15,1
17749,534.4166667,1
17748,221.6333333,1
17744,217.35,1
17740,220.55,1
17735,535.1,1
17733,498.1166667,1
17725,523.2166667,1
17724,404,1
17718,207.2333333,1
17716,225.2166667,1
17714,240.9666667,1
17711,558.35,1
17704,254.7666667,1
17703,566.95,1
17700,61.46666667,1
17692,218.5666667,1
17680,524.4833333,1
17668,503.85,1
17666,496.65,1
17665,235.1666667,1
17662,557.0166667,1
17654,218.1666667,1
17652,553.4333333,1
17647,199.7666667,1
17644,69.15,1
17642,220.9333333,1
17641,523.9333333,1
17640,237.8666667,1
17636,266.9166667,1
17635,535.85,1
17633,539.65,1
17632,63.66666667,1
17628,539.0666667,1
17625,75.95,1
17623,561.15,1
17618,262.7,1
17616,160.9666667,1
17605,235.5,1
17604,241.25,1
17603,201.5166667,1
17602,212.2833333,1
17598,405.1666667,1
17595,218.3166667,1
17591,222.8166667,1
17585,205.25,1
17584,162.6333333,1
17582,81.46666667,1
17579,557.4,1
17578,191.6166667,1
17576,264.0666667,1
17575,224.0166667,1
17573,537.25,1
17570,58.95,1
17565,106.2666667,1
17561,61.66666667,1
17559,546.0666667,1
17557,215.1,1
17556,101.0333333,1
17551,538.4166667,1
17550,224.2333333,1
17549,195.55,1
17548,241.8,1
17540,105.85,1
17538,215.25,1
17536,67.96666667,1
17534,549.9166667,1
17533,217.3166667,1
17527,537.2833333,1
17524,209.1,1
17522,217.6,1
17520,66.15,1
17519,259.5666667,1
17516,615.8666667,1
17514,407.6833333,1
17513,222.4,1
17512,67.78333333,1
17509,77.1,1
17505,510.1166667,1
17503,522.5166667,1
17501,511.55,1
17497,221.65,1
17495,549.6833333,1
17494,228.1666667,1
17491,235.7,1
17487,214.3333333,1
17486,208.15,1
17485,536.75,1
17483,550.3833333,1
17481,209.9666667,1
17467,513.0833333,1
17463,221.4833333,1
17460,247.3,1
17458,481.1666667,1
17455,236.1,1
17454,566.8,1
17448,102.8333333,1
17446,217.8166667,1
17445,544.9166667,1
17439,550.1333333,1
17435,148.2833333,1
17434,214.5833333,1
17432,560.1,1
17430,231.8833333,1
17421,234.8833333,1
17419,172.2166667,1
17416,222.3333333,1
17415,540.3,1
17407,556.5833333,1
17401,242.0333333,1
17398,227.85,1
17396,516.8666667,1
17393,541.45,1
17391,532.3833333,1
17387,223.6333333,1
17385,564.4333333,1
17382,554.2333333,1
17381,62.15,1
17380,436.25,1
17378,259.7,1
17375,229.3,1
17372,424.4166667,1
17371,257.3166667,1
17370,211.8833333,1
17368,194.2333333,1
17361,115.0666667,1
17355,123.4166667,1
17353,249.8,1
17349,234.1666667,1
17344,548.9666667,1
17338,223.8333333,1
17336,227.6666667,1
17328,469.2666667,1
17327,232.5833333,1
17325,211.7,1
17324,261.2166667,1
17321,528.7833333,1
17320,139,1
17319,233.3166667,1
17318,474.1166667,1
17316,208.6666667,1
17315,232.4166667,1
17314,169.9166667,1
17306,538.7333333,1
17304,168.65,1
17300,229.3333333,1
17299,226.7,1
17297,482.1166667,1
17295,127.6,1
17294,227,1
17292,536.2666667,1
17291,525.05,1
17286,486.1166667,1
17284,535.3333333,1
17282,219.5833333,1
17281,550.2333333,1
17273,501.7333333,1
17269,221.05,1
17261,250.8166667,1
17259,226.85,1
17257,521,1
17251,459.6166667,1
17249,98.61666667,1
17245,217.8333333,1
17242,254.25,1
17239,559.5,1
17238,184.0666667,1
17236,205.8666667,1
17235,263.6333333,1
17234,208.1333333,1
17233,402.95,1
17228,239.9666667,1
17227,565.5,1
17223,221.9666667,1
17222,530,1
17219,69,1
17218,232.3666667,1
17214,456.3,1
17212,540.0833333,1
17209,231.7666667,1
17208,548,1
17204,159.9833333,1
17201,547.65,1
17200,205.1833333,1
17196,539.3333333,1
17195,261.6666667,1
17193,70.46666667,1
17191,556.9333333,1
17189,395.1,1
17183,252.7333333,1
17179,553.6833333,1
17173,236.1333333,1
17171,232.9333333,1
17169,244.3333333,1
17164,530.0666667,1
17163,102.1833333,1
17159,567.4666667,1
17154,241.6166667,1
17152,544.0666667,1
17151,528.5,1
17149,116.8333333,1
17145,232.3166667,1
17143,58.76666667,1
17142,207.8666667,1
17137,236.3,1
17133,70.8,1
17132,509.3,1
17125,224.3,1
17124,216.2833333,1
17121,561.1833333,1
17119,552.8333333,1
17116,560.2166667,1
17112,536.6666667,1
17110,263.55,1
17109,554,1
17108,218.6166667,1
17106,242.0166667,1
17105,251.15,1
17100,531.4166667,1
17096,487.8833333,1
17092,551.3666667,1
17089,172.7333333,1
17087,536.9166667,1
17086,232.7666667,1
17081,562.3166667,1
17079,216.3666667,1
17078,234.3,1
17077,536.2833333,1
17072,420.1,1
17069,450.4666667,1
17067,195.55,1
17066,190.55,1
17063,541.3333333,1
17061,67.11666667,1
17060,240.9,1
17059,267.1,1
17057,187.2,1
17055,89.28333333,1
17054,590.5833333,1
17053,535.5833333,1
17052,499.3,1
17049,220.9,1
17048,232.8333333,1
17045,535.7833333,1
17042,217.2333333,1
17037,554.55,1
17033,67.96666667,1
17030,253.5833333,1
17024,244.7666667,1
17023,538.8666667,1
17019,233.9833333,1
17013,261.35,1
17012,208.35,1
17011,491.9,1
17009,553.95,1
17007,245.7833333,1
17006,211.9833333,1
17005,46.13333333,1
17003,525.1333333,1
17002,255.7166667,1
16996,250.1,1
16992,64.73333333,1
16987,248.3166667,1
16986,528.5,1
16983,558,1
16979,545.65,1
16977,547.7166667,1
16975,133.4,1
16971,265.45,1
16968,88.05,1
16967,539.9333333,1
16965,262.65,1
16964,526.4833333,1
16960,454.65,1
16957,485.3833333,1
16953,533.25,1
16952,223.35,1
16947,211.3666667,1
16946,246.75,1
16939,508.5166667,1
16938,547.7166667,1
16936,237.3666667,1
16935,216.25,1
16933,240.5166667,1
16930,564.5,1
16929,64.53333333,1
16923,534.2333333,1
16921,507.2666667,1
16920,244.6,1
16918,209.2666667,1
16913,556.95,1
16911,203.6,1
16908,163.1666667,1
16907,569.3,1
16904,82.35,1
16900,78.93333333,1
16896,531.8,1
16894,520.4,1
16888,225.6333333,1
16885,196.1,1
16879,563.0833333,1
16875,392.6166667,1
16872,558.35,1
16871,537.1166667,1
16865,82.4,1
16862,163.2666667,1
16858,551.95,1
16856,241.2333333,1
16851,250.0333333,1
16849,231.4666667,1
16848,553.2666667,1
16842,231.8333333,1
16841,55.13333333,1
16837,215.4666667,1
16832,547.5833333,1
16831,469.1333333,1
16829,181.9833333,1
16827,210.2833333,1
16825,233.6,1
16824,231.1333333,1
16823,236.2333333,1
16822,551.3833333,1
16817,566.4,1
16815,537.1833333,1
16812,543.05,1
16811,256.7,1
16810,232.6833333,1
16807,207.5166667,1
16804,542.8166667,1
16802,555.9833333,1
16796,525.9333333,1
16790,465.3166667,1
16789,97.06666667,1
16787,223.3666667,1
16784,216.5666667,1
16783,196.1166667,1
16778,234.45,1
16777,232.8666667,1
16776,93.68333333,1
16775,539.9666667,1
16773,245,1
16769,124.65,1
16765,513.6333333,1
16763,208.5833333,1
16760,253.7166667,1
16759,220.7,1
16758,236.9833333,1
16757,230.3333333,1
16752,233.1833333,1
16750,156.3,1
16747,271.0833333,1
16746,554.0833333,1
16743,536.3,1
16740,532.0666667,1
16738,245.05,1
16737,571.0333333,1
16734,564.3833333,1
16733,215.6166667,1
16732,245.15,1
16731,527.4666667,1
16729,219.6833333,1
16727,75.11666667,1
16719,532.0333333,1
16717,156.5166667,1
16714,220.2833333,1
16713,223.4666667,1
16711,266.2833333,1
16710,230.3,1
16707,64.43333333,1
16706,208.2666667,1
16705,568.7333333,1
16703,91.63333333,1
16701,64.11666667,1
16700,509.5833333,1
16696,553.7666667,1
16695,560.55,1
16694,531.0833333,1
16691,226.7333333,1
16687,517.7333333,1
16682,228.2333333,1
16678,244.8166667,1
16676,520.1,1
16674,532.9,1
16672,251.3,1
16670,537.0166667,1
16666,229.05,1
16660,241.7833333,1
16658,229.8,1
16655,215.1,1
16653,263.8833333,1
16652,161.3833333,1
16650,233.5833333,1
16649,221.4,1
16647,227.55,1
16646,201.9,1
16636,65.25,1
16634,480.1333333,1
16633,557.0833333,1
16632,518.6666667,1
16631,232.95,1
16630,224.3,1
16621,524.1333333,1
16619,224.8166667,1
16617,194.7833333,1
16615,251.35,1
16612,208.5333333,1
16610,223.5,1
16608,230.0833333,1
16607,213.2166667,1
16603,58.55,1
16601,209.2333333,1
16598,562.65,1
16594,209.9333333,1
16593,230.55,1
16592,206.2333333,1
16591,237.6333333,1
16590,562.2833333,1
16587,244.75,1
16586,214.2333333,1
16584,512.25,1
16581,538.2333333,1
16578,234.5,1
16576,78.23333333,1
16575,536.5333333,1
16573,219,1
16571,244.4,1
16569,63.05,1
16564,395.9833333,1
16563,230.0666667,1
16556,228.0166667,1
16553,205.6166667,1
16548,215.9,1
16547,214.55,1
16545,244.0833333,1
16544,233.5166667,1
16543,260.0333333,1
16542,538.5833333,1
16538,220.0166667,1
16536,212.3833333,1
16535,545.95,1
16534,218.8333333,1
16533,537.6,1
16528,218.7166667,1
16527,226.5166667,1
16524,532.1166667,1
16519,82.11666667,1
16517,206.6833333,1
16515,555.0333333,1
16508,197.4166667,1
16505,187.45,1
16500,211.4,1
16498,518.8333333,1
16495,221.25,1
16494,564.6333333,1
16493,162.15,1
16492,551.2166667,1
16491,226.2333333,1
16482,63.28333333,1
16473,217.5166667,1
16470,162.3666667,1
16469,246.8166667,1
16467,227.5333333,1
16466,568.0166667,1
16464,541.0666667,1
16453,554.4166667,1
16442,500.7166667,1
16436,77.2,1
16435,548.85,1
16433,154.45,1
16432,542.7,1
16431,479.4,1
16429,248.9333333,1
16427,549.75,1
16426,223.6333333,1
16425,139.9833333,1
16421,556.9333333,1
16419,236.8666667,1
16416,220.1333333,1
16412,224.2833333,1
16410,558.7166667,1
16409,525.15,1
16403,229.65,1
16400,231.05,1
16394,554.9833333,1
16393,515.7,1
16392,178.8,1
16391,551.2166667,1
16387,86.75,1
16386,71.9,1
16380,544.45,1
16378,233.7,1
16372,85.35,1
16370,256.65,1
16369,377.4,1
16367,384.8833333,1
16364,547.55,1
16352,229.8333333,1
16351,259.0833333,1
16348,84.35,1
16347,47.96666667,1
16344,496.55,1
16340,248.6833333,1
16337,561.15,1
16334,201.8833333,1
16333,105.3833333,1
16332,252.6833333,1
16328,209.75,1
16327,95.73333333,1
16323,533.2166667,1
16322,245,1
16317,232.7,1
16316,236.1333333,1
16315,504.9333333,1
16310,604.3333333,1
16309,205.4333333,1
16308,209.4666667,1
16304,233.2,1
16303,548.7666667,1
16300,225.05,1
16298,538.55,1
16294,121.85,1
16291,566.2833333,1
16290,606.4833333,1
16288,83.35,1
16286,218.85,1
16284,70.11666667,1
16282,241.5,1
16278,92.2,1
16276,257.3833333,1
16274,215.0333333,1
16272,229.9333333,1
16271,529.2833333,1
16270,219.9333333,1
16267,534.8166667,1
16263,540.7,1
16261,205.0166667,1
16258,210.5833333,1
16257,130.4,1
16255,208.4333333,1
16254,219.6833333,1
16253,222.2666667,1
16251,520.9333333,1
16250,553.4666667,1
16248,228.95,1
16243,153.9166667,1
16241,244.9333333,1
16238,235.6333333,1
16233,221.8333333,1
16224,405.4,1
16223,220.7333333,1
16219,558.1166667,1
16216,225.5333333,1
16215,212.8,1
16212,104.5333333,1
16209,251.5833333,1
16208,252.2666667,1
16204,213.35,1
16200,237.4333333,1
16199,236.4666667,1
16198,71.18333333,1
16195,514.85,1
16194,232.5333333,1
16193,150.95,1
16191,529.2666667,1
16185,542.3333333,1
16182,466.6,1
16181,546.1166667,1
16180,208.0333333,1
16179,549.9333333,1
16177,540,1
16174,234.9166667,1
16160,547.5,1
16159,544.1666667,1
16157,393.7166667,1
16156,545.8833333,1
16155,248.2833333,1
